¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Æ(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30103
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.0721
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.24891
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704576
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182525
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752087
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35781
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48338
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61366
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74883
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88911
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03478
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18609
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34335
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51571
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28738
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80453
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.64447
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.92288
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.45661
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.44518
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.43633
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.43173
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.43222
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.4361
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.44406
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.45463
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727362
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208049
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785093
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38739
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51383
â(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64497
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78103
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92228
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06898
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22136
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3797
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76225
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49585
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.49331
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.44895
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54752
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.4664
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.45492
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.44606
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.44388
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.4444
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.44751
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.45499
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.46558
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74968
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232902
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817413
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41813
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54541
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67747
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81449
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95678
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10449
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25794
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50396
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20224
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06814
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.39055
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.69314
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.38416
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.4787
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.46723
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.4607
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.45863
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.45916
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.4623
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.46852
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.47915
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771543
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260578
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848886
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44999
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57821
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71121
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84923
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99252
ç(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14133
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30942
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75841
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4088
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.48399
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.46031
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.4458
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.29391
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.4126
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.48268
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.47802
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.47597
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.47653
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.4797
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.48548
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.49531
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792866
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287616
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879536
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48304
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61219
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74617
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88525
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02962
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17957
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49411
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61399
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31848
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56314
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54171
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5313
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.31609
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.43022
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.50513
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.49787
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.49322
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.49652
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.49972
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.50553
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51411
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813698
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313854
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909403
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51725
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64739
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7824
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92255
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06807
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30111
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68545
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32517
ç(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.71937
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.67154
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.64545
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.63371
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.3168
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.46418
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.52789
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.52065
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51592
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51378
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51426
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51736
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.52338
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833998
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339372
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938454
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55265
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68382
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81993
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96118
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11547
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48596
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12675
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54291
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.84314
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.79951
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.76853
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.53464
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5539
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.58982
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56943
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.97913
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.08415
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.29791
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.28711
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.2792
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.42066
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257436
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.853983
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966643
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58929
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72149
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85869
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00112
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29415
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67749
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0214
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47276
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03862
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99855
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83535
Ä(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.427
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.83779
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.61918
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.59878
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.2328
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.8169
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.73909
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27429
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.737914
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260572
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62712
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76043
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8988
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10953
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47916
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.876
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36553
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60034
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17801
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21151
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.91038
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.72377
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.69792
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.24416
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.28727
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.56008
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.5556
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.63498
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290623
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757914
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.283135
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.924128
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80069
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94024
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28821
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67067
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46361
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14085
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72795
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31819
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38652
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.92008
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.75867
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.7328
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.00431
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.21684
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.3059
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.58386
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.60698
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.306607
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.77728
©(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.306608
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.952774
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43966
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78082
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47316
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86919
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10715
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22983
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84183
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45908
(380.66, 14.63, 268.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55727
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85672
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.82802
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.80207
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.77884
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.4603
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.48403
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.51057
(380.66, 14.63, 268.73) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.63153
