¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(338.91, 6.88, 312.53) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 9.597088
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75437
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04661
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35562
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68288
(338.45, 6.89, 312.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.96216
(338.45, 6.89, 312.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.36395
(338.45, 6.89, 312.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.42624
(338.45, 6.89, 312.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.2954
(338.45, 6.89, 312.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.2853
(338.45, 6.89, 312.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.41733
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902722
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103348
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316631
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546373
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795418
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068419
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347655
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638686
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954958
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308992
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.668613
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.032101
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.428872
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02198
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05605
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31059
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57887
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86202
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16122
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47781
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8133
(338.45, 6.89, 312.73) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 22.25461
(338.45, 6.89, 312.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.32039
(338.45, 6.89, 312.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.51585
(338.45, 6.89, 312.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.49832
(338.45, 6.89, 312.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.20066
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89753
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098223
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311233
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540554
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788216
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060359
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345216
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.636042
¾(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95208
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.2967
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.67441
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.038409
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.435765
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.938669
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90232
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1494
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40968
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68421
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97408
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28059
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60514
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94928
(338.45, 6.89, 312.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.08547
(338.45, 6.89, 312.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.25593
(338.45, 6.89, 312.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.23862
(338.45, 6.89, 312.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.07183
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892364
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092674
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305875
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534776
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78197
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052336
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342901
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633529
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.949347
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293716
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.680511
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04505
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.443022
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.879167
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75382
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99382
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24651
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5128
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79385
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08978
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39935
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72714
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07473
(338.45, 6.89, 312.73) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.64083
(338.45, 6.89, 312.73) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.70916
(338.45, 6.89, 312.73) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.53961
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887223
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087155
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300559
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529042
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77577
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044361
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339206
Å(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631151
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946759
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290893
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.68033
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052022
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.450641
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.887527
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59271
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80431
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04418
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29671
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56283
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84358
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14016
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4539
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78623
(338.45, 6.89, 312.73) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.3813
(338.45, 6.89, 312.73) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.44785
(338.45, 6.89, 312.73) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.33847
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882111
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081666
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295282
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523354
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76962
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036429
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330567
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628907
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944317
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288227
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.664609
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.059324
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.458622
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37629
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51365
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65625
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84051
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08332
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33899
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60851
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89296
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19359
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51172
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8581
(338.45, 6.89, 312.73) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 22.37793
(338.45, 6.89, 312.73) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 22.53907
(338.45, 6.89, 312.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.83975
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877026
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076207
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.290047
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517712
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76352
Ê(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029688
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321978
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626795
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942021
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285719
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.661859
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.066962
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.466968
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30167
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43685
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57725
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72307
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87897
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12488
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38385
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65697
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94533
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25022
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57298
(338.45, 6.89, 312.73) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 22.1327
(338.45, 6.89, 312.73) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 22.29144
(338.45, 6.89, 312.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.4598
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.87197
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070778
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284491
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512114
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75747
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023129
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313441
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624817
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.939869
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28337
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659285
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074929
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.475677
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22934
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36245
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50066
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64421
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79338
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94843
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16897
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43144
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70835
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00083
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31022
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92299
(338.45, 6.89, 312.73) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 23.08931
(338.45, 6.89, 312.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.09471
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866943
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065382
Á(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278685
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506564
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75147
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016624
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304957
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622974
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937864
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.281181
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.656886
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.070894
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.484755
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15916
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29025
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42638
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56774
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71463
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86728
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02601
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21577
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48193
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76286
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0597
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3738
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83329
(338.45, 6.89, 312.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.74373
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.864389
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060018
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272913
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501059
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745522
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010176
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297576
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.614357
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.936006
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279151
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.654661
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.067274
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.494195
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09109
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22029
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35438
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49365
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63833
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78867
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94496
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10755
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27677
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53554
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82066
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12209
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99162
Â(338.45, 6.89, 312.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.40616
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.862044
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054688
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267178
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495605
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739625
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003783
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290627
(338.45, 6.89, 312.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.605206
