¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(325.85, 7.56, 366.67) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.05693
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036732
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231725
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440755
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665347
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907182
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168362
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451234
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758547
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093563
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460129
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862877
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24675
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682023
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20152
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77919
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16348
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55956
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95588
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.95011
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.92941
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.91055
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.89353
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.56394
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.54644
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.53114
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.51804
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.50713
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.66481
§(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.73087
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.12154
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.13758
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038171
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2333
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44241
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667112
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909089
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170441
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453489
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760979
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096234
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463041
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866096
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249927
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699819
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22134
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79321
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17855
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55928
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.85618
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.83386
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.81338
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.79474
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.7779
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.56504
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.54753
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.53223
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.51913
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.50822
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.96216
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.84291
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.01792
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.03382
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039668
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234875
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444153
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668943
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911098
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172603
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455811
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763525
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099011
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466117
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86945
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253392
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717825
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24142
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80804
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19067
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55996
¹(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.74367
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.72158
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.70133
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.68288
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.66623
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.49227
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.5508
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.53549
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.52239
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.51147
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.19296
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.71809
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.46131
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.63197
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041222
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236538
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445904
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67087
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913181
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174823
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458261
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766187
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101896
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469266
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872938
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263028
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736138
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2618
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8237
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19222
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56166
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.635
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.61314
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.5931
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.57484
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.55837
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.50425
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.55624
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.54093
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.52782
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.51689
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.89843
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.75803
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.70629
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042835
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238262
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447772
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672866
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915312
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177155
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460781
´(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768938
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104891
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472552
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876503
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279817
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754738
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28248
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84017
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19471
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56431
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.65965
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.63513
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.61245
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.59159
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.65431
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.51667
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.56387
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.54854
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.53542
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.52449
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.43214
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.90398
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.8516
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.36165
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044476
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240071
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449673
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674928
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917517
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179545
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463343
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771773
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107963
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47591
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880234
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296822
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773568
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30348
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85277
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19851
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5696
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.86
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.83498
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.81182
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.79051
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.82254
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.52954
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.57368
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.55834
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.54521
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.53427
¨(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.28583
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.27581
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.26942
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.26665
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046236
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241884
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451668
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677058
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919826
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182053
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466062
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77467
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111175
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479438
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884106
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314022
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788276
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31503
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86264
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20981
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58171
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98094
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.04365
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.01999
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.9982
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.99727
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.54286
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.58569
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.57034
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.55719
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.54624
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.30743
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.28963
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.17872
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.17599
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047994
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243785
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453695
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679257
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922183
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184587
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468825
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777711
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11447
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483042
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888084
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318561
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79332
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32066
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87413
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22207
­(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59479
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.995
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.26168
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.23749
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.21521
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.19483
(325.44, 7.53, 366.51) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.55663
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.5999
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.58453
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.57137
(325.44, 7.53, 366.51) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.5604
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.86276
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.85297
(325.44, 7.53, 366.51) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.84674
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049815
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245746
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455814
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681493
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924614
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187236
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471717
(325.44, 7.53, 366.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780817
