¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817641
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58515
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61176
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51484
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55722
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91198
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.69419
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12074
î(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46577
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938006
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14653
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371201
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613944
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876982
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159779
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462801
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796504
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172001
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.586846
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048804
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.56372
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12977
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77157
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59125
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62074
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51744
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55676
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91012
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.69727
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13406
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.47244
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937712
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146208
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370852
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613567
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876574
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159578
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462583
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796906
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172445
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587337
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049279
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563601
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12963
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77109
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59694
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62967
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52034
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55622
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9084
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70034
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14779
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.45362
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937411
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145878
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370498
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613182
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876157
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159394
ç(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462381
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797296
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172872
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587811
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049725
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563485
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1295
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77058
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60223
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63856
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52353
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5548
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9067
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70321
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16195
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.54745
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937103
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145542
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370134
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612791
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875731
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159228
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4622
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79767
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173285
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588269
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050144
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563379
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12938
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77005
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6071
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64739
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52702
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55341
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90503
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70332
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.91693
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60549
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936784
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1452
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369764
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612389
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875296
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159076
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462037
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79803
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173682
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588707
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050536
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563275
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12926
ğ(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76948
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61156
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65618
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5308
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55204
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90339
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70316
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.31255
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6641
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936459
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14485
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369386
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611981
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874853
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158944
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461891
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798376
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174063
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589129
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050897
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563177
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12915
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76889
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6156
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66491
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53488
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55069
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90179
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06552
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34589
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.72331
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936128
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144493
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369002
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611565
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874401
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158828
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461765
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798706
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174427
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589533
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051231
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563087
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12905
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76828
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61923
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67358
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53925
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54937
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99469
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.37657
ğ(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.37991
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.7831
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935791
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144129
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368609
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61114
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87394
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15873
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461658
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79902
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174775
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589918
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051537
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563002
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12895
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76781
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62244
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6822
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54391
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54807
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99594
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75757
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.41461
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.84346
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935446
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143759
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368211
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610708
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873473
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15865
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461569
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799322
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175109
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590287
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051814
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562921
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12886
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76771
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62523
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69076
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54886
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57024
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00962
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.68943
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.44999
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.90441
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935096
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143382
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367804
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610269
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872994
÷(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158583
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4615
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799609
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175423
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590636
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052063
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562844
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12878
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76762
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6276
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69927
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43471
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69716
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47064
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.7439
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.48607
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.96592
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934739
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142998
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367391
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609821
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872508
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158053
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461448
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799883
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175723
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590968
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052284
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562775
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1287
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76753
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62955
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49818
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5451
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81965
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18904
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79873
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.52283
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.02801
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934377
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14261
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36697
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609366
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872015
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157515
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461416
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80014
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176007
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591283
(336.92, 7.53, 343.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052476
