¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350797
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.77267
Î(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.75023
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.73079
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.71432
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.70082
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.69027
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633112
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236466
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458698
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698416
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957682
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238948
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54511
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879538
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246271
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641628
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071913
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5488
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08019
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67591
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34823
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11287
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99008
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00653
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29943
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84412
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59019
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8418
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.97856
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.94675
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.91803
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.89234
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.86969
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.85005
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.8334
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.81973
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.80904
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037486
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244628
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467524
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707921
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968003
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25017
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557358
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892898
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260977
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65905
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091188
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570194
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10409
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7028
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37869
Ô(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14768
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03018
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0453
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15694
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01621
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61692
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84686
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.1035
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.07141
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.04241
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.01649
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.9936
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.97375
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.95692
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.94308
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.93224
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045114
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252854
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476393
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717509
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978354
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26144
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569621
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906363
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275751
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676616
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11061
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591783
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12823
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72993
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40944
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18279
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07069
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03092
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01575
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19194
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62472
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88787
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.23306
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.20068
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.17141
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.14522
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.1221
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.10204
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.085
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.071
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.06
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052788
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261095
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485274
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727117
Ì(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988765
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272748
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581943
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919861
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2906
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69431
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130171
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613557
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15255
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75729
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44047
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21824
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11161
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01711
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99933
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3694
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63358
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93073
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.36738
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.33469
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.30513
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.27868
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.25532
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.23502
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.21779
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.20359
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.19243
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060513
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269418
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494192
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73676
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999216
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284098
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594342
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933421
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30549
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712163
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149906
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635472
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17708
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78493
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47177
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25406
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14575
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0038
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98407
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57825
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64347
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97546
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.50659
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.47358
Ù(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.44372
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.41699
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.39337
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.37284
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.3554
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.34101
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.32968
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06824
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277709
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503166
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746421
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009708
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295506
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606781
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947049
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320462
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730131
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16977
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657593
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20179
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81276
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50335
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29015
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17342
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99099
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96938
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82334
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69534
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02209
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.65083
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.61749
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.58732
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.5603
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.53642
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.51565
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.49797
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.48339
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.47187
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075994
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286048
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512148
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756136
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020245
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306966
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619282
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960735
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335489
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748206
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189798
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679862
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22676
É(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84082
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53517
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32659
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23747
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99015
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9553
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0769
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97487
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07065
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.76657
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.73608
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.70876
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.6846
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.66357
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.64567
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.63087
(439.14, 14.94, 252.44) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.61917
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083794
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294426
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521147
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765887
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030806
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318428
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631833
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974447
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350626
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765413
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209972
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702274
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25185
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86913
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56732
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36399
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30275
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06324
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94177
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33922
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26449
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71922
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091613
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302796
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530212
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775685
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041406
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329988
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644412
(439.14, 14.94, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988269
