¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(393.44, 7.05, 360.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.326483
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097541
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303343
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515809
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744118
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990118
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255824
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54826
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846509
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152557
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482373
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841386
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195508
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564804
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937112
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24185
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61592
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00503
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40883
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86472
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38474
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00495
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42494
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9289
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70233
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.979338
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.114572
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.255264
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.403829
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561913
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.730412
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910343
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102875
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309045
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521906
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750711
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997198
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263494
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558661
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85741
€(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168465
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49963
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860186
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214293
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585162
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922818
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22662
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5955
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99902
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40237
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8562
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38562
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00603
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42992
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88015
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59188
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.981971
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.117458
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.259328
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.408174
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.566533
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73531
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915555
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108456
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315049
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528343
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757594
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004629
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272711
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569529
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868823
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184988
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517532
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87969
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23399
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606486
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909637
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2126
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57635
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9857
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39732
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84923
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3882
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00882
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43685
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88754
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48542
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.984754
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120474
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.263016
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41268
…(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571293
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740422
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92101
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114292
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321342
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535098
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764832
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012412
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283082
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580756
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880796
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201012
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536176
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89995
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254517
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614149
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89758
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1998
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55845
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96636
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39373
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84372
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39239
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01345
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44576
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89706
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39618
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.987685
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.123665
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.266384
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41735
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576302
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745731
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926689
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120353
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327942
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542137
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772429
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020597
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293834
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592456
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893229
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214548
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555438
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920952
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275953
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603849
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886671
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18817
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54181
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94838
ˆ(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38939
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83975
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39819
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01987
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45664
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90871
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46166
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.990703
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.126989
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269925
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.421902
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581487
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751272
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932607
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126698
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334774
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549519
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780328
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029139
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304993
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604552
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906235
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228646
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575438
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942732
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298311
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594609
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876818
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17775
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52638
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93174
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37131
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84165
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40564
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02807
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46953
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92246
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62048
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.993893
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.130488
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.273645
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425855
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586896
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757014
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938757
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133274
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341935
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55721
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788589
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03979
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316524
„(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617066
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919752
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243336
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595808
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965254
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321555
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586362
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868126
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16847
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51217
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91638
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35471
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84991
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4147
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03808
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48444
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93838
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78517
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.99719
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.134179
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.27754
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.42999
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59236
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763014
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945135
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140096
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349268
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565167
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797205
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050774
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328452
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630049
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933817
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258598
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612408
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988556
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314857
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579196
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860489
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16039
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49915
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90235
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33954
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89331
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42543
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0499
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50132
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95644
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95609
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.000623
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.137989
ˆ(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281617
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.434289
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596948
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769197
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951748
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147178
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356886
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573487
(395.15, 6.87, 361.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806126
