¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Þ(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63381
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.44252
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.4282
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.41664
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.683084
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.819932
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964728
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.122004
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.291949
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.474403
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.670766
õ(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882649
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111927
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825503
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108553
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417254
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755186
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126653
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536853
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992041
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500031
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07046
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71542
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45054
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27281
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21325
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21407
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19511
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30923
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05793
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.67052
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.65027
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.63284
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.61822
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.6064
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.684303
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.822767
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.96775
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.123685
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29375
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.476339
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672848
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884898
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114363
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826968
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110131
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418971
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757076
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128753
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539146
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994615
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502882
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07366
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7191
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45469
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2712
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21298
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22538
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15112
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20611
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2041
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.86836
í(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.84774
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.82997
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.81504
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.80294
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.685614
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.824442
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.970888
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.125859
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295665
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478396
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.675064
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88729
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116954
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828604
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111927
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42097
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75924
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131094
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541786
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997521
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506165
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07735
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72326
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45551
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27027
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21192
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23777
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10885
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10575
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3527
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.07332
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.05231
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.03419
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.01894
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.00654
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.687014
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.825934
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.974105
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.129333
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.297696
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.480577
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677413
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889827
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569674
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830477
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11396
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423151
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761653
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133764
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544691
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000803
ù(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509834
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08148
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72795
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45535
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27007
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21166
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20264
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0683
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04886
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5038
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.28569
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.26428
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.24579
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.2302
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.2175
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.688503
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.82752
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.975798
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.132934
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.299841
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48288
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679894
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892506
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571571
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832545
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116193
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425596
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764343
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136746
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547968
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004419
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513893
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08602
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7331
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45577
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27055
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21223
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16815
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02942
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00473
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65743
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.5058
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.48397
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.46509
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.44914
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.43612
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.690084
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.829203
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.977593
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.136182
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.303174
ö(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.485307
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682507
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.895329
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573627
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834793
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118644
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428288
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767244
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139954
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551535
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008394
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518301
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09101
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73878
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45682
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27173
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21362
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17717
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02943
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99324
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8136
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.73398
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.71171
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.69242
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.6761
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.66274
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.691755
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.830983
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.979491
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.138212
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.307294
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.487858
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685254
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898294
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575883
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837237
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121316
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431205
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770444
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143475
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555432
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012726
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523167
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09649
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74496
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45846
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27365
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21584
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21072
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06714
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03596
ñ(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97239
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.97058
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.94784
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.92813
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.91142
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.8977
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.693515
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.832856
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.981492
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.140349
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.310492
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490672
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688132
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901403
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57834
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839881
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124211
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43435
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773902
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147266
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559665
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017399
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528385
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10238
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7483
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4607
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27624
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21884
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23929
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10656
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08276
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03386
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.21598
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.19276
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.1726
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.15548
(331.05, 7.84, 366.58) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.1414
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.695366
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.834828
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.983594
(331.05, 7.84, 366.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.142598
