°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú (379.80, 10.23, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17198
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.10842
Ã (379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.466238
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.86322
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.306101
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.803239
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.365162
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18493
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21591
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56804
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04405
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.92801
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.155445
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.335482
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.529404
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.738844
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.965698
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.212193
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.480944
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.775056
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.098242
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.454974
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.850691
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.292084
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.787455
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.347258
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14109
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16071
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49725
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81092
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.5864
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.150246
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.329889
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.523371
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.73232
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.958622
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.204492
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.472533
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.765833
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.088086
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.443738
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.838199
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.278109
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.77172
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.329413
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09713
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10534
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42625
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57516
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04351
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.145054
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.324306
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.517352
‰ (379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.725809
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.951561
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.196808
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.464141
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.756635
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.077957
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.432535
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.825739
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.264175
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.75604
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.311633
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05307
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04981
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35508
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3373
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15339
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.139874
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.318734
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.511344
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.719314
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.944516
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.189142
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.455771
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.747459
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.067855
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.421365
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.813319
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.250289
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.740411
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.293917
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00891
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99414
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9023
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0978
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.299
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.134705
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.313175
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.505349
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.712831
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.937488
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.181495
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.447423
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.738308
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.057785
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.410227
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.800941
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.236449
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.724839
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.27627
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.964675
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93931
Î (379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79362
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85711
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44428
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.129547
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.307628
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.49937
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.706367
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.930477
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.173869
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.439097
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.729185
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.047744
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.399125
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.788602
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.222659
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.709325
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.258693
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.920375
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89115
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68447
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66533
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58913
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.124401
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.302095
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.493405
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.699919
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.923486
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.166265
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.430797
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.720089
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.037737
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.388061
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.776309
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.208919
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.693874
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.241191
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.880745
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83761
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5749
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48242
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7454
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.119268
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.296576
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.487455
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.693489
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.916514
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.158683
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.422522
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.711023
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.02776
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.377035
˙ (379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.764058
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.195232
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.678483
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.223761
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.843722
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78407
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46492
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26244
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8621
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.114148
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.291071
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.481522
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.687076
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.909564
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.151124
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.414272
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.701986
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.017818
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.366046
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.751854
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.181598
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.663157
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.206407
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.823916
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73054
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35471
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0443
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95053
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.109043
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.285583
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.475607
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.680684
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.902635
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.143589
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.406052
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.692981
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.007914
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.355102
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.739699
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.168022
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.647899
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.189137
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.804205
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75978
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2443
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82993
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.103952
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.280111
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.46971
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.674312
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.89573
á!(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.136081
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.397858
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.684009
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.998046
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.344201
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.727592
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.154504
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.632706
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.171941
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.784593
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69158
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1295
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62657
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.098877
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.274657
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.463833
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.667961
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.888847
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.1286
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.389696
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.67507
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.988216
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.333343
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.715539
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.141045
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.617585
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.154832
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.765079
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62357
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00851
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4238
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.09382
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.26922
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.457975
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.661633
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.881989
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.121144
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.381564
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.666167
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.978429
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.32253
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.703535
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.127645
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.602533
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.137808
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.740934
(379.40, 10.13, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55585
