¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (420.33, 14.09, 323.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57333
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.253613
‚ (420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.303675
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.35581
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.410134
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.487783
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.596302
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.712363
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.88013
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.017021
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.166443
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.324441
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.650806
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05036
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83668
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57019
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.60944
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.61421
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.62252
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.64064
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.65603
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.67497
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69748
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.973934
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.993187
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.013144
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.033824
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.05525
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.077443
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.100427
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.133995
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.179399
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.226626
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.275774
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.326947
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.380256
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.46438
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.571368
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.685743
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.884341
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.946268
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.09203
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.246074
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.579293
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90258
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64608
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40856
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18811
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.3978
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.40585
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.42364
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.43871
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.4573
ˆ (420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.53777
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.948302
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.967111
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.98661
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.006819
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.027759
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.04945
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.071917
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.109398
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.154006
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.200397
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.248666
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.298913
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.351246
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.441549
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.547056
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.6598
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.888422
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.877774
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.02004
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.170306
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.509794
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7595
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46181
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25198
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01408
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.18874
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.19655
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.21402
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.22878
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.24704
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.2688
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.923418
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.941801
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.96086
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.980617
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.00109
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.0223
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.04427
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.085478
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.129319
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.174905
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.222326
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.271681
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.323075
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.419277
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.523349
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.634514
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.892373
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.811449
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.950368
€ (420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.105497
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.442235
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62095
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2836
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10026
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84566
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.98677
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.00048
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.01151
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02598
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04392
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.06533
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.89926
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.917233
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.935871
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.955193
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.975218
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.995967
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.020739
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.062216
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.105317
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.150126
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.196731
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.245227
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.301203
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.397552
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.500234
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.60987
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.896195
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.747211
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.88293
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.04655
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.376554
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52811
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11124
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93639
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6826
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79165
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8051
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.81587
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.83008
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84771
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86878
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.875805
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.893385
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.911618
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.930523
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.950118
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.970423
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.998797
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.039593
ˆ (420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.081981
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.126042
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.17186
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.219529
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.281242
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.376362
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.477697
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.585853
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.899885
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.684977
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.817632
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.989172
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.312687
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47421
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94443
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74792
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52473
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60316
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61634
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.62688
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.64082
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.65816
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.07694
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.853033
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.870235
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.888079
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.906583
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.925764
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.945644
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.977453
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.017594
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.059294
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.102632
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.147692
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.194565
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.261766
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.355694
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.455724
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.562447
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.903439
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.624677
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.754397
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.933308
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.250574
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4223
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85867
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56578
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37181
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.42106
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43399
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44432
ˆ (420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.458
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47506
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4955
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.830925
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.847763
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.865232
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.883351
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.902137
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.921607
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.956693
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.9962
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.037236
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.079879
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.124209
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.170313
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.242765
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.335537
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.434303
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.556538
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.44566
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.566238
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.693144
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.878919
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11372
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39069
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80604
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3897
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22368
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.24516
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.25786
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.26797
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28141
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29819
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31834
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.809459
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.825948
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.843058
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.860807
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.87921
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.899035
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.936501
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.975397
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.015793
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.057765
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.101389
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.146754
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.224229
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.315882
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.413422
(420.51, 14.14, 322.71) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.559253
(420.51, 14.14, 322.71) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.391526
