¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(365.22, 9.90, 323.00) (326.42, 1.99, 304.25) (6.00, 2.95, 8.43) Truck 22.9857
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18494
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61525
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0821
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78738
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31806
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69419
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08143
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42452
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78697
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11396
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42143
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7441
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03047
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31587
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61419
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38677
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68371
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204181
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443638
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64125
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822269
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013268
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2151
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428655
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654945
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961065
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375918
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712526
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07573
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46878
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83181
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19942
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63113
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09935
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74199
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.292
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66662
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06513
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42883
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7915
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1153
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42289
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7456
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06503
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35176
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65138
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60619
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86352
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233307
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474847
ˆ(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663562
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845737
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037974
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241188
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456209
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684087
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951333
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366749
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702653
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06508
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45725
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84463
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21488
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64784
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11747
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69742
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26745
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64066
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03759
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43486
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79787
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11869
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42638
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74928
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08837
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39015
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69119
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83396
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262683
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506401
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686366
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869723
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063257
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267885
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484409
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713903
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957587
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357985
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693211
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05492
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44624
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85826
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23111
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66541
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13651
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65356
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24438
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61622
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01167
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.433
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80608
†(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12409
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43199
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75509
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09451
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43109
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73371
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0706
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294659
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534598
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709665
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894263
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089156
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295173
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513262
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744468
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989954
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349651
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684249
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04524
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43576
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85961
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24813
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68381
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1565
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67098
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22278
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59331
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98739
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40723
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81614
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13144
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43969
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76313
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10286
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46009
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8033
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31645
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32991
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557253
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733502
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919341
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115595
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323092
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542751
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775706
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023092
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341746
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675739
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03606
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42585
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84885
†(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26597
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70312
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17737
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69374
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20259
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57199
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96477
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3832
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82801
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14085
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44945
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77332
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11352
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47121
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01811
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57201
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365585
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580426
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757827
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944967
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142585
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351595
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572921
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807662
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056957
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334295
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667677
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02738
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41648
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83915
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2841
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7222
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19765
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71525
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19545
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56693
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96209
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38312
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83266
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17869
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49177
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82042
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16581
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5291
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18434
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387535
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599332
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776883
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964176
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161922
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371061
‚(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59249
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82731
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076716
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353667
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699768
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06464
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45968
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8887
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29976
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73443
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21089
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72966
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21775
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5935
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99025
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41308
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86452
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24029
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55597
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88741
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2358
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60232
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34514
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374501
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596526
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78779
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975638
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174029
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383823
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605999
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841601
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091886
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374655
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739527
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1076
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5062
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93923
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33928
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74746
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22504
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74503
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23076
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62164
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02009
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44479
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89829
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28484
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62281
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95721
