¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27458
(337.46, 7.03, 315.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.90147
(337.46, 7.03, 315.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.75133
(337.46, 7.03, 315.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.7389
(337.46, 7.03, 315.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.73545
(337.46, 7.03, 315.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.85486
(337.46, 7.03, 315.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.13732
(337.46, 7.03, 315.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.56865
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871329
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126326
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912913
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025649
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143184
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265854
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393937
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527732
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667606
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814033
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967339
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264751
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746744
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289873
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08351
(337.46, 7.03, 315.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.44487
(337.46, 7.03, 315.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.35651
¥(337.46, 7.03, 315.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.5327
(337.46, 7.03, 315.97) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 16.64101
(337.46, 7.03, 315.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.90469
(337.46, 7.03, 315.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.75273
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.01329
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.99006
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.76375
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.69624
(337.46, 7.03, 315.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.21902
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865353
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104746
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843967
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954147
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068977
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188838
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313881
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444509
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581024
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723838
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873321
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029928
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292874
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778354
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04244
(337.46, 7.03, 315.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.34007
(337.46, 7.03, 315.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.24211
(337.46, 7.03, 315.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.93868
(337.46, 7.03, 315.97) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 17.56974
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.57272
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.76543
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.82363
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.79332
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.572
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.49396
(337.46, 7.03, 315.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.88262
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847091
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083072
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776881
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884603
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996894
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114004
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236172
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363733
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497016
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636384
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782187
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934927
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094936
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320292
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809317
(337.46, 7.03, 315.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.23888
§(337.46, 7.03, 315.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.13191
(337.46, 7.03, 315.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.04474
(337.46, 7.03, 315.97) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 17.36106
(337.46, 7.03, 315.97) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 17.07625
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.64734
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.64061
(337.46, 7.03, 315.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.62757
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.16951
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.36778
(337.46, 7.03, 315.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.55879
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825947
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516089
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711579
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816988
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926774
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041236
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160668
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285309
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41546
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551527
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693862
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842834
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99889
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162549
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347299
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839827
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64455
(337.46, 7.03, 315.97) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 17.35122
(337.46, 7.03, 315.97) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.54428
(337.46, 7.03, 315.97) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.71319
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.90367
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.08641
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.09217
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.97575
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.61139
(337.46, 7.03, 315.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.2469
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804842
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463158
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648044
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751189
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858612
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970544
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087321
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209119
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336322
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469211
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608156
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753573
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905816
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065454
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232869
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408684
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87014
(337.46, 7.03, 315.97) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.3147
(337.46, 7.03, 315.97) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.37601
(337.46, 7.03, 315.97) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.54143
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.28323
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.90375
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.90472
(337.46, 7.03, 315.97) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.8639
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.57192
(337.46, 7.03, 315.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.94638
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783784
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411029
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586214
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687198
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792295
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901834
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016036
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135132
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259466
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389317
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525061
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667042
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815682
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971376
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134661
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306068
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486121
(337.46, 7.03, 315.97) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.49116
(337.46, 7.03, 315.97) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.46437
(337.46, 7.03, 315.97) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.4992
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.08737
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.91312
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.89795
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.018
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.3911
(337.46, 7.03, 315.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.65669
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762773
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35974
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526012
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62491
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727834
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835021
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946722
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063255
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184838
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311752
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444393
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583102
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72826
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880265
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039582
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206729
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382258
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566769
(337.46, 7.03, 315.97) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.26694
(337.46, 7.03, 315.97) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.98545
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.89858
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.7365
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.72145
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.84378
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.21591
(337.46, 7.03, 315.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.37734
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741814
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309221
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467451
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564293
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665086
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77001
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879371
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993399
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11233
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236487
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366162
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50172
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643494
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791973
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947508
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110594
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275994
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446391
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625318
(337.46, 7.03, 315.97) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 21.02777
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.71658
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.63905
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.63061
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.67535
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.04617
(337.46, 7.03, 315.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.10785
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.720911
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259524
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410425
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505311
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604057
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706842
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813912
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925529
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041925
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163387
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290196
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42274
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558684
—(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695903
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839368
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989524
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146773
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311621
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484568
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914682
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.51565
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.69337
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.69151
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.55835
(337.46, 7.03, 315.97) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.90205
(337.46, 7.03, 315.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.84777
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700066
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210589
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354914
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44789
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544677
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645389
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750288
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859565
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973528
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085847
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202873
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32501
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452426
