¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(408.31, 6.84, 365.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16273
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722692
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26065
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88709
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61444
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44798
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55179
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238383
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719623
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27145
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88051
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60694
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43933
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60014
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235035
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724779
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28096
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88109
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59834
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42943
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48801
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233976
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733017
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28754
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88843
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58867
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49025
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37385
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240725
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740578
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29337
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89505
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57793
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54945
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25786
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246875
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747398
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29852
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90083
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57977
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60424
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14015
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252334
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75348
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30293
†(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90579
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58544
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5128
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02086
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257169
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758878
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30665
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90998
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59017
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41693
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90016
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261353
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763579
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30967
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91334
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59399
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42381
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77817
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264915
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767543
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31193
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91591
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59686
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43796
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65506
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267827
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770782
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31348
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91765
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59886
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45054
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53093
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270075
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773324
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31434
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9186
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5999
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46168
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52139
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271691
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774883
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31441
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91872
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60004
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47126
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5327
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272648
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774345
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31383
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91801
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59926
ş(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47932
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4429
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271576
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773151
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31248
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91652
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59756
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48586
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31514
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267131
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771318
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31044
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9142
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59494
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4908
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18947
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262016
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76882
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30763
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91107
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5914
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45326
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06591
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256962
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76571
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30415
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90716
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58714
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3432
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94436
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255848
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76195
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29993
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9024
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5874
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23485
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82483
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47672
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254049
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757535
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29501
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89688
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58638
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1282
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70731
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34657
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251505
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752501
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28936
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8905
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53301
‡(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02322
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59171
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21866
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248219
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746819
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.283
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88337
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52588
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95962
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47803
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09302
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244239
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740482
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27596
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87545
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5189
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95203
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42095
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96958
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239507
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733567
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26822
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87893
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51204
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94464
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41291
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92142
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234074
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726007
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25976
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89128
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50533
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93737
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40505
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91288
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227962
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717831
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25063
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90256
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49875
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93028
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39735
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93503
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221089
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709004
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24379
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91281
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49229
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92331
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38983
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04792
‚(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213552
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699635
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25184
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92201
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48601
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9165
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38245
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.162
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205304
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689628
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25899
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93013
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47986
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90986
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46428
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64813
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196365
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67899
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26518
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9372
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47383
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90337
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56657
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52458
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186743
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67697
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27043
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94318
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46799
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92842
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66981
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40298
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176413
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680758
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27474
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94807
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46227
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02037
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77392
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28325
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99941
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165429
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683739
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27809
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95189
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4567
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11301
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87898
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1654
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86909
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151333
‡(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685493
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28049
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95464
(410.18, 7.14, 365.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51746
