¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198431
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.07459
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.07617
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126312
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355241
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599184
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863669
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151352
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.465369
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81041
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748903
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207541
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718484
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29107
Â(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93712
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67155
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51371
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48905
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63158
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96482
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05589
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29567
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58335
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.00794
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.98504
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.96532
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.94875
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.93534
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.92507
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.91792
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.9139
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.91301
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.91523
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1239
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353194
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.596969
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.861264
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.148728
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4625
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806298
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742938
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200943
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711069
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28275
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92766
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66074
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50126
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47453
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6145
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87718
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95575
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17607
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46214
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.94441
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.92207
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.90288
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.88685
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.87396
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.86419
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.85754
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.85402
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.8536
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.8563
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121424
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351103
´(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594704
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.858804
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.146049
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459568
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332126
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736833
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194157
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703508
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27423
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91803
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64978
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4886
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4598
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59712
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79096
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85725
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05529
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32935
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.95761
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.93571
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.91698
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.9014
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.88895
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.87964
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.87344
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.87037
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.87041
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.87356
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118886
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348964
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592387
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856287
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143307
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456569
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326435
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730646
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187238
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695805
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26556
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90823
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63859
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47572
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44479
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57946
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7061
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76043
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9368
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19927
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.05117
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.02973
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.01146
¼(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.99636
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.98441
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.9756
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.96992
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.96739
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.96797
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 20.97169
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117126
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346724
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590022
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.853717
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140506
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453507
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320663
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724319
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180248
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687989
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25678
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89826
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62721
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46261
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42956
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56151
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62265
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66522
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82056
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07186
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.26493
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.24413
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.22654
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.21213
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.20091
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.19286
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.18798
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.18626
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.18771
(417.26, 14.73, 245.65) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 21.19232
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115432
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343844
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587605
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851096
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137649
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954965
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314873
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71791
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173124
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680025
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24781
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88812
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61565
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44932
š(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41405
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54324
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54054
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57165
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70653
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36667
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63985
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95308
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50064
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113693
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340898
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585142
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848419
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.134734
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94962
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309026
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711384
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165895
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671945
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23875
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87787
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60391
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43579
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39833
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52472
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45976
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47968
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59465
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08205
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65629
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98562
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52906
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11191
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337886
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582628
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845689
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13176
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944224
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303123
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704774
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158529
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663713
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22951
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8674
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59198
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42207
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38236
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4904
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38028
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38922
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48491
“(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54985
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73745
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0158
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110084
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334929
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580069
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84291
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611205
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938806
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297195
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700249
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153127
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657296
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22183
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85679
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57988
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40126
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36619
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42111
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30212
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29637
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37729
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63153
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8266
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04902
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108213
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33291
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577461
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84008
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606215
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933365
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291177
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697402
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149999
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653794
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21788
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84604
(417.26, 14.73, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56762
