¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(337.06, 7.09, 320.00) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.234955
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.777278
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.762203
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.748628
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.736542
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.725934
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.7168
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.70913
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.702919
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.698163
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.694858
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.646319
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742303
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958065
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188475
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435811
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706721
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00036
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32367
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624436
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905429
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206774
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530695
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862854
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.915716
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.891324
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.868521
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.847287
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.827609
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.80947
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.792859
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.777759
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.764162
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.752055
¸(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.741431
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.732283
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.724598
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.718378
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.713613
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.710303
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.661687
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749496
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965077
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195996
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44791
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720656
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015414
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342667
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649673
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932425
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23573
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56181
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890146
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.933032
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.908596
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.885753
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.864481
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.844769
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.826597
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.809957
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.794829
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.781208
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.76908
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.758436
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.74927
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.741574
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.735341
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.730568
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.727251
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.678549
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756159
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972205
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20689
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46093
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734715
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030621
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361778
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67544
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959961
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265255
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590799
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918116
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.951898
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.927413
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.904525
Å(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.883214
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.863462
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.845257
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.828584
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.813428
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.79978
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.787628
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.776963
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.767779
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.760069
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.753823
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.749039
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.745716
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.696922
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762923
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981964
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219089
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474054
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748902
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045946
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381008
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701713
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988087
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295412
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617567
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946808
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.972326
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.947792
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.924855
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.9035
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.883707
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.865463
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.848754
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.833568
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.819889
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.807712
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.797027
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.787823
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.780093
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.773836
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.769042
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.765712
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.716817
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771585
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993436
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231417
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487316
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763176
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062096
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400331
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728483
Ë(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016771
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326203
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644946
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976197
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.994333
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.969744
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.946755
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.925353
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.905516
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.887232
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.870485
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.855264
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.841556
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.829351
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.81864
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.809415
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.801668
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.795396
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.790591
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.787251
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.738247
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782372
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004964
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243821
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500668
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777607
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079948
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419815
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75581
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046036
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357586
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673052
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00631
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.01794
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.993291
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.970247
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.948792
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.928907
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.910581
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.893793
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.878534
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.864794
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.852559
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.841822
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.832575
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.82481
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.818522
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.813705
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.810357
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.761236
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793276
¼(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016632
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256336
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514114
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79212
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09795
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439422
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783667
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075884
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389461
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701818
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03721
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.04316
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.01845
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.995344
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.973836
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.9539
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.935524
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.918695
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.903398
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.889622
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.877356
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.86659
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.857318
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.849534
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.843229
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.838399
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.835042
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.785797
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804203
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028379
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268928
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527701
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806804
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116018
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459116
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812067
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106265
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416958
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731267
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06881
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.07001
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.04523
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.02207
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.0005
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.980514
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.962087
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.945212
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.929872
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.916059
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.903758
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.892964
»(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.883667
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.875861
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.869537
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.864696
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.861328
(337.36, 7.16, 320.85) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.811951
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815231
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040198
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281666
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541396
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821584
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134186
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47896
(337.36, 7.16, 320.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840956
