¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (441.93, 14.36, 266.20) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 5.346942
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834954
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197121
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590605
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025106
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.503632
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02376
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59982
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2479
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98231
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82136
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78899
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91699
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17858
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67084
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.44955
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.5948
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.34376
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787687
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981269
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189203
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413108
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654853
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916605
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200061
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50509
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83638
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198598
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592227
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.026902
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.505443
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02505
Ÿ(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60126
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24953
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98416
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82349
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79146
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91988
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18095
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67214
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45112
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.59851
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.35869
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788746
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982405
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190426
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414427
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656277
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91814
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201728
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506466
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837886
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.200176
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593961
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02882
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.507419
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02654
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60294
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25142
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98631
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82596
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79432
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92324
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18398
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67423
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45366
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.60347
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.375
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789836
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983575
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191683
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415781
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657742
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91972
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203447
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507913
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839469
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.201858
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.595805
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.030861
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509561
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02824
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60485
¡(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25358
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98876
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82878
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79758
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92638
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18769
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67713
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45717
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.61042
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.3927
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790955
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984774
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192973
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417172
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659245
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921345
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.205214
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509431
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841129
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.203639
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.597761
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033028
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.511864
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03016
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.607
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25601
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99152
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83194
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80125
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92981
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19205
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.68083
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46166
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.61911
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.41177
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792102
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986006
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194296
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418598
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660788
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923016
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207032
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511022
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842871
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.205521
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599831
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.035316
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.514336
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03228
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60938
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25869
›(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99458
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83545
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80532
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93379
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19708
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.68533
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46712
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.62901
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.43224
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793279
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987268
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195653
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420063
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66237
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924731
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208672
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512682
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844687
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.207504
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602012
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03773
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516968
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03461
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61199
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26165
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99793
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8393
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80978
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93834
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20274
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.69063
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47356
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.64013
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.45008
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794484
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98856
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197043
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421561
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66399
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92649
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21026
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514413
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84658
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20959
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604302
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.040267
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519766
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03715
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61483
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26486
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00159
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84349
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81464
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94345
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20879
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.69674
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.48097
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.65245
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.46546
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795717
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989883
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198466
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423094
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665648
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928294
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.211913
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516215
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84855
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211774
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606706
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042926
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.522726
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0399
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61791
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26833
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00555
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84803
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81991
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94912
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21552
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70365
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.48936
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.666
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.4824
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796979
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991237
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199922
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424664
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667345
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930142
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213631
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518089
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850599
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214059
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.609219
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045708
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.525568
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04286
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62123
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27208
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0098
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85291
 (441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82557
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95536
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22293
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71136
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49872
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.68076
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.50089
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798269
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992621
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201411
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426269
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66908
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932034
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215414
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52003
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852724
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.216445
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.611842
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048614
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.528408
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04602
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62478
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27608
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01436
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85814
(441.39, 14.20, 269.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83163
