¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(372.15, 8.70, 340.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.95976
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15104
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31187
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47854
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65119
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83013
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01564
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.208
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4075
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51186
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59139
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67424
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76039
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85103
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95068
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0541
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16133
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27256
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783368
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12769
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50121
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865966
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279658
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797039
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26789
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63155
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02363
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47216
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21075
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55881
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37722
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11183
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26591
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42548
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59076
ƒ(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76616
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94795
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13643
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3319
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53464
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64933
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73033
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81582
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91006
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00794
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10951
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21489
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3242
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43749
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798476
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144213
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52341
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892538
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316351
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83807
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33178
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7003
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09961
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55922
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29622
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72169
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56098
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23669
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39362
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55614
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72456
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89902
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07981
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26725
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46159
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66599
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79277
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88181
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9744
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07053
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17035
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27393
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38138
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4928
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60831
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813351
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160542
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541357
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919104
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352882
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878991
†(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39678
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77027
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18109
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64785
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38166
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88847
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74942
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36548
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52537
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69104
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86261
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04044
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22473
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41582
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61395
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80017
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92561
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02121
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12049
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22348
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33031
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44116
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55376
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66743
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78521
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828026
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176634
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55906
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945646
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389292
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919739
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46289
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84146
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26403
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73819
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46701
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05928
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93289
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48527
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66136
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83021
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00517
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1865
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37445
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56932
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7612
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90643
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05095
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1481
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24893
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35358
„(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46211
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57465
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69134
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81226
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9375
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842512
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192472
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576493
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97218
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425478
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960363
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53012
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9139
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34848
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83016
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55221
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23426
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03752
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59806
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80166
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97392
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15236
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3373
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52907
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72691
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86914
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01637
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16877
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27936
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38187
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48819
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59853
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7129
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8314
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95425
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08151
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856704
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208081
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593673
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998686
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461555
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00073
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59848
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98765
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43436
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92383
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63732
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41347
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14448
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71349
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94648
†(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12223
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30434
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4931
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68883
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83657
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98083
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13016
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28476
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41519
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51942
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62757
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7397
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85597
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97643
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10131
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23063
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870719
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223423
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610568
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025145
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49735
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04092
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65216
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06553
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52184
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01928
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7222
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59709
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25382
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83154
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09597
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27535
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46129
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65403
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80858
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94998
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09635
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24786
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40475
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55571
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66174
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77173
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88579
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00401
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12656
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25349
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38501
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885032
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238527
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627198
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051571
„(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533006
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08089
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69733
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14735
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61088
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11651
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80684
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78526
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36566
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95232
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25024
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43345
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62334
(371.43, 8.81, 339.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78506
