¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85363
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20022
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85304
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88473
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07512
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76925
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40159
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787815
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983406
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193634
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420169
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664934
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936368
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23353
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097109
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475527
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881943
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344213
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861846
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44183
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10154
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83971
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69217
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6791
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83486
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20662
Õ(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8608
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89437
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18531
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76519
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39731
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787586
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983161
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193372
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419884
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665278
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937631
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234907
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559977
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475201
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881649
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346306
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864196
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44449
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10104
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84311
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69608
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68366
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84023
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21302
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8686
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90408
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32325
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76404
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39608
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787381
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982939
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193132
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419628
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666317
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938897
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236288
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.561491
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918534
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883266
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348425
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866554
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44715
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10209
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84654
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70002
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68826
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84564
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21948
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87646
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91386
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44359
Á(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76582
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39795
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787196
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982742
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192919
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419398
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667369
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940169
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237677
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563013
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92021
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314124
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350531
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868923
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44982
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1051
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84998
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70399
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69288
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85107
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22602
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88441
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9237
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43408
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72333
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4029
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787034
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982567
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192732
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419194
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668428
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941446
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23907
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56454
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92189
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315982
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352688
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871319
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4525
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10817
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85346
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.708
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69754
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85659
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23256
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89236
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93362
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48485
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64487
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40761
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786892
µ(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982417
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19257
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419018
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669497
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942729
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24047
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566073
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923577
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.317848
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.752769
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873699
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45518
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1112
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85695
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71204
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70221
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86207
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23914
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9004
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94358
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5171
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57412
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41233
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786772
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982288
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192431
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419996
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670647
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944016
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241877
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567614
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.925273
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31972
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.753879
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239058
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45792
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11428
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86046
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71605
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7069
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86762
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24576
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90844
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94752
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52989
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63514
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42014
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786675
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982183
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192318
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420998
­(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671836
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945308
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243287
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56916
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926973
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32138
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.754998
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240307
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.784125
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11737
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86399
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72012
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71163
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8732
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24643
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91658
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93842
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54277
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69891
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47142
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786599
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982101
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192231
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422008
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673028
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946605
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244701
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570711
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.928679
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32197
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.756127
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24157
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.785544
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12046
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86753
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72419
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71639
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8788
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24041
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92474
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92924
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55575
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79854
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59212
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786547
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982045
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192169
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423026
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674223
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947906
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246121
¢(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572268
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.930393
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322591
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757269
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.242846
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786979
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40657
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87108
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72788
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7212
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88415
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23436
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93296
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92756
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56877
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9724
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71727
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786514
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98201
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192205
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424051
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675425
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949214
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247548
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57383
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932112
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.323238
