¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
» (407.95, 7.41, 367.43) (384.68, 2.04, 354.46) (8.16, 2.90, 6.63) Truck 6.981957
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28969
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510943
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749379
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007032
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286271
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589873
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921094
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283834
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68275
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123486
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.662264
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.590154
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.578276
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.567141
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.556736
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.547059
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.538096
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.529844
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.460171
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.453414
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.447309
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.441915
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.437194
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.433146
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.429765
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.427049
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.424997
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.423608
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.422878
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.422809
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085803
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291779
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513208
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751809
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009642
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289097
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592961
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924469
¡(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287556
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686873
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128002
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515614
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851777
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.599868
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.588675
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.57822
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.568493
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.559485
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.551189
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.54357
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.474361
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.468256
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.462833
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.458087
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.454016
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.450616
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.447885
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.44582
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.44442
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.443685
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.443612
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087779
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293889
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515481
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75424
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012333
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291986
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596093
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927901
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291319
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69099
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132593
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501492
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840725
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21071
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61126
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.600596
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.590818
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.581761
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.573424
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.565763
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.55884
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.552616
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.484622
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.47985
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.475756
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.472335
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.469587
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.467509
‘(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.466099
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.465356
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.46528
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08973
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29601
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517769
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756721
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014981
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294901
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599257
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931371
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295112
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695156
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137203
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490057
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832162
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20151
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6013
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01995
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.614057
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.604952
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.596569
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.588864
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.581903
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.575644
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.570084
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.565217
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.498384
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.494943
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.492177
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.490085
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.488664
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.487914
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.487833
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091778
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298152
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520086
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759242
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017694
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297859
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602458
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93486
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298923
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6994
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141918
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48263
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824211
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1929
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.592
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00812
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46466
 (408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97197
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.620642
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.612894
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.605892
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.599597
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.594003
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.589107
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.584906
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.518457
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.515674
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.513567
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.512135
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.511378
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.511293
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093808
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300345
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522424
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761768
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020425
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300822
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605707
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938385
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302836
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703671
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128714
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475769
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81683
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18494
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58302
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99705
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45039
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95635
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84081
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47431
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.630829
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.624496
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.618868
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.613942
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.609714
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.606181
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.603339
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.537978
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.536534
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.535768
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.53568
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095833
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302551
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524796
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764311
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023197
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303819
‘(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608984
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94197
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306748
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707254
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114779
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46945
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810004
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17757
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57349
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98674
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43691
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94166
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85023
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50725
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40191
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74541
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.644702
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.639744
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.635488
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.63193
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.629067
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.626901
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.625424
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.561109
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.561016
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097918
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304773
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527175
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766924
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026001
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306861
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612299
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94558
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310725
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694753
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099075
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463628
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803741
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17084
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56468
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97717
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42496
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94622
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86128
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53442
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42362
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77266
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7723
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.666537
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.662251
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.658669
‘(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.655787
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.653602
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.652113
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.65132
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.587325
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099976
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307036
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52963
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769493
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028813
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309914
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615605
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949244
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313093
