¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ (379.83, 15.75, 278.25) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.767699
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79093
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14004
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519666
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.965292
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41537
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92607
Ú(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46473
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06116
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32439
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06294
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87832
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75925
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80219
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98798
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23676
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.118937
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.444063
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795349
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144835
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.538876
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.972423
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42396
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93513
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47474
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07228
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73623
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07467
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88932
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77164
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80647
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00409
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25436
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124379
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458641
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.799712
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.149572
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557954
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.979497
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44461
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94415
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48471
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08334
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74573
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09228
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90049
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78422
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81074
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0109
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27237
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135919
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473056
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.804018
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156314
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.5733
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.986519
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46184
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95313
Ô(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49463
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09435
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75525
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10928
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91187
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79692
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8151
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01593
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29077
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.148999
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.484749
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.80827
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.173432
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.579679
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.995199
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46997
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96206
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5045
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11921
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76478
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11963
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92329
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80983
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81949
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.021
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30952
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.161922
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.488624
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812462
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19041
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.585999
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01357
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47805
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97095
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51432
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13199
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77432
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13003
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93487
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82289
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82582
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02607
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32871
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174683
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.492443
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.818926
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.207249
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.592267
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03183
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48608
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97979
Ñ(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52945
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14058
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78387
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14052
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94661
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83606
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84078
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03126
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3483
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187281
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.496207
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.834179
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.217374
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.599815
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04359
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49407
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98858
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55335
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14918
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79343
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15102
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9585
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84943
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85592
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03649
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36447
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199382
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499916
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849292
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22303
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.616186
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05084
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50202
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99732
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57613
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15779
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.803
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52275
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97053
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86298
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87128
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04178
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37144
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202766
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504814
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.864261
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22863
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.632434
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05805
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50991
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01641
Ë(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58391
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1664
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81257
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53273
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98269
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87665
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88676
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0471
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37864
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.206097
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.518399
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.879081
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.234177
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.648557
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06521
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51776
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03765
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59169
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17501
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82215
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54275
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99496
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89051
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90249
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05502
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38609
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209373
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.531843
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.887191
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.248647
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.65789
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07232
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52779
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0588
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59948
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18363
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83716
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5528
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00742
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90449
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91833
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07316
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39369
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212596
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.545142
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.892199
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.263114
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.664362
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07939
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5468
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07744
Ò(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60727
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19224
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84891
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56288
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02001
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91867
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93442
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08327
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40157
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82227
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223734
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.558294
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.897151
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.277452
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670789
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0864
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56571
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0845
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61505
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20152
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85796
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.573
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03267
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93172
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94125
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09028
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40961
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83733
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.235684
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.571295
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907712
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291661
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.677166
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09834
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58453
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09157
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62284
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21587
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86703
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58313
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38122
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93728
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94753
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09749
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41796
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85321
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24749
(379.83, 15.73, 278.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.580062
