¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.564726
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45877
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.30243
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.75516
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.00322
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95203
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161004
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386172
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62945
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893067
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123434
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358949
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677321
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.054778
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472604
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.937552
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.411414
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0957
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84083
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66945
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66903
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89908
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47788
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32819
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79093
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.02186
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95181
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160768
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385917
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629174
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892767
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.12544
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361098
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.688978
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067655
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.486894
ê(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953503
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.436222
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11452
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85666
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68703
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68558
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91908
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49616
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35557
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.82642
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.03591
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951584
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160522
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385653
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628889
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892458
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127666
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363483
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700634
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.080528
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.501186
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.969459
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.46104
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13329
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87236
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70446
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7019
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93866
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51284
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38264
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86086
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.04921
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951351
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160273
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385382
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628595
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89214
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130116
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3665
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.712286
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.093399
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.515478
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985415
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.485862
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15202
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88795
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72173
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.718
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95967
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52893
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40896
ì(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.89424
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.06174
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951112
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160015
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385104
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628295
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891814
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132788
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377088
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723931
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.106267
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.529768
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.001373
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.510683
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17069
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9034
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73883
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73386
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98987
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54442
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43438
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92253
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.07352
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950866
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15975
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384819
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627986
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891479
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135681
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387666
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735569
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119129
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54405
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.017327
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.535501
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18932
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91872
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75576
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74949
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01911
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55931
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4556
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.94644
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.08801
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950614
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159479
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384526
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62767
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891134
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138798
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398236
í(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.747198
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131981
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.558329
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03328
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.560308
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20788
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9339
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77252
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76488
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03105
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57359
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47608
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.96935
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.10483
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950356
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159201
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384227
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627345
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890782
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142136
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408792
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758813
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.14482
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572598
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049222
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.5851
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22638
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94895
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78909
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78002
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0425
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58725
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49582
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.99127
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.12027
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950091
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158916
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383919
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627013
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890421
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145696
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419336
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770415
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15765
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.586852
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065154
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.609876
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52987
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76413
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51895
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90034
†(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05344
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6003
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51481
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.01511
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.12502
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949819
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158624
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383604
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626672
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890053
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149478
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.429861
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782001
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170462
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601091
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.081072
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3153
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97713
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76562
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67818
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65641
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06388
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61272
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.53305
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03977
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.12924
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949543
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158328
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383284
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626325
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889676
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153485
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44037
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79357
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183255
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615316
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.096975
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31398
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98179
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77099
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68444
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82532
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4997
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62099
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55052
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06325
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.13294
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949261
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158023
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382956
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62597
©(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88929
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157713
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.45086
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805118
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19603
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.629519
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735085
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31256
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98107
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77613
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69041
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83175
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20697
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63495
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56734
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.07992
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.13628
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948971
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157712
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382619
(332.92, 7.46, 360.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625607
