¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4526
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.487134
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.660356
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845754
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044671
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258544
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489116
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738403
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008644
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302614
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62356
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975183
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362164
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789993
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265423
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796762
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3944
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07145
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84474
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7362
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76464
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76553
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75921
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87998
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43642
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31779
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.325656
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.487875
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.66115
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846637
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045598
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259531
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490175
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739554
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009903
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303977
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625047
„(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976807
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363954
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791977
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267629
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799238
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39719
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07462
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84837
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74041
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76009
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76333
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71816
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.819
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29671
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5454
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.326466
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488721
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.662042
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847567
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046601
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260623
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491378
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7408
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011298
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305488
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626705
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978629
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365965
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794204
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270108
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802015
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40032
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07818
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85245
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74514
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75628
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76214
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67876
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75999
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16129
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04636
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.327326
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.48962
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663044
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848625
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047739
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261858
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492695
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742251
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012827
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307209
…(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628531
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980654
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368194
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796674
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272861
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805098
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4038
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08213
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85699
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75039
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75318
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76199
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64101
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7028
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03008
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8033
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328269
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490647
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664118
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849786
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048977
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263196
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494131
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743801
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014552
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30905
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630559
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982876
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370646
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799388
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275884
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808486
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40762
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08648
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86197
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75616
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75071
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76288
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60488
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12563
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90297
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6656
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.329296
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491753
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665291
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851054
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050352
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264674
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495731
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745532
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016407
€(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311069
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632752
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9853
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373316
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802347
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27918
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81218
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41179
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09122
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8674
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76245
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74899
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74463
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57037
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57584
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77981
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5703
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.330427
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.492936
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666574
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85245
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051803
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266228
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497446
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747384
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018397
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31327
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635148
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987923
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376207
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80555
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282747
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816177
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4163
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09634
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87328
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76926
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74796
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71519
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53749
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98779
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73889
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52744
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.331635
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494253
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667956
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853891
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053387
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267945
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499281
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749359
…(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020553
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315592
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637741
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990745
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379319
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808997
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286588
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82048
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42115
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10186
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87961
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7738
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74758
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68714
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50618
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92501
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70191
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67956
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.332922
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.495638
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.66941
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85549
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055096
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26977
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501223
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751479
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022871
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318117
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640473
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993769
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382652
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812691
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290701
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825091
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42636
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10778
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88639
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77413
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74796
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66049
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51527
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86445
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66728
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66796
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334293
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497074
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.670993
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857166
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056885
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271708
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503335
„(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753783
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025351
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320796
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643432
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996991
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386207
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816628
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295087
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830007
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4319
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11408
(326.51, 7.70, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89363
