¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(375.55, 8.17, 342.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.580669
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197009
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731915
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33453
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16821
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19162
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77653
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48326
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886752
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254164
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693686
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168632
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700041
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29848
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13191
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11656
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65844
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26694
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873296
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240342
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667928
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139894
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667765
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26478
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09447
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07206
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53891
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07054
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863546
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219986
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64185
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110789
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635048
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23192
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05595
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0221
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41821
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87128
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853327
ˆ(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202508
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615431
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081326
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601958
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19816
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0164
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95428
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29642
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61311
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839376
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188985
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588726
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051524
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568533
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16349
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97581
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88591
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19312
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3417
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825198
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175171
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571671
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021395
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534743
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12798
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93423
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81703
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10408
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07504
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810879
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161036
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556066
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992713
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500643
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09158
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87502
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74766
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01359
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81316
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796344
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146612
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540169
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975026
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466175
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05443
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81537
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67787
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92172
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56023
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781668
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131929
ƒ(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523901
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957036
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438037
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01646
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75531
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60764
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82855
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33521
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71487
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766786
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116904
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50734
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938696
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417573
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968725
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69489
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53708
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73421
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11348
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8889
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751762
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101607
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490492
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920018
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396769
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935317
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63415
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4662
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63874
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89847
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13631
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736557
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086042
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473349
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900997
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375549
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907274
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57312
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.395
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51638
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72792
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85474
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72123
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070223
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455885
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881643
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349249
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87869
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53994
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32361
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37685
„(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5598
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57802
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705736
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054105
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438143
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861988
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322391
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849536
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50667
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25954
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23898
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39397
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3062
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690089
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037765
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420112
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840815
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2953
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819844
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47278
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22053
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10281
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23056
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03929
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674601
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021157
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401814
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816192
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267955
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789705
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43838
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18089
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00694
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06955
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77735
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659236
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00428
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383211
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791326
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240429
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759042
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40342
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14026
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9434
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91085
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52029
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643626
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987204
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362416
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766313
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212671
„(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727922
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36791
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08602
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87958
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83073
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26823
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627819
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969867
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339573
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741102
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184724
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696311
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33191
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03165
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81553
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75583
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01172
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611829
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952297
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316533
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715711
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15659
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664285
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29542
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97713
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75128
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68071
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68965
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595587
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93233
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293361
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690135
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12828
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63182
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25847
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92248
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68681
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60545
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40466
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579169
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911067
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270016
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664424
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099758
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59895
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21484
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86775
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6222
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53012
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26788
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562564
€(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889647
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246504
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638551
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071131
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5657
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16658
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81299
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55748
(375.02, 8.27, 342.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42807
