¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20422
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10184
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94299
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30814
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9603
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860825
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117648
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395569
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697289
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025885
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385118
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77939
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213974
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67954
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18739
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84844
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6738
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63416
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36394
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21985
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2374
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96169
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863268
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12027
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398388
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700348
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029251
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388824
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783415
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218451
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691534
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20071
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89296
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72546
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67307
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56429
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50593
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32506
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88541
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865611
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122811
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401151
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703349
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032543
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392386
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787379
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222849
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703466
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21399
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93729
·(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75669
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5748
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8237
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80371
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4149
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98213
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867934
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125291
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403847
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706293
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035706
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395872
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79121
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227105
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709924
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24917
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96561
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67205
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47774
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09314
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97437
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50698
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08134
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870136
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127687
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406476
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70911
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038813
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399249
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794944
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231172
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714505
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27589
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89191
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58834
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31391
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37317
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06212
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60131
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18301
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83293
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872312
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130032
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409005
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711874
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041826
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40257
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798548
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235189
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718938
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21114
·(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81897
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50557
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70229
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64486
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.152
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69796
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28723
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874385
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132295
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411422
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714529
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044699
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405763
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802082
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239088
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723265
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18885
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74682
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42377
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9658
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73063
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24405
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84089
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54935
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876419
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134486
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413806
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717091
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047536
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408817
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805481
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242842
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727429
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1767
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67544
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34296
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2394
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83127
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4465
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11748
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26913
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878373
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136578
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416089
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719586
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050251
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411788
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808764
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246471
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731466
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16477
·(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63088
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26307
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.454
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07317
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70969
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40489
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880282
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138648
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418306
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721991
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052889
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414705
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811945
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249958
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728508
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1531
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61802
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18413
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58986
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32393
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9829
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27777
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882085
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140597
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420468
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72432
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055415
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417504
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815013
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25337
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718013
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14159
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60544
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11551
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72691
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58397
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26664
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27438
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883821
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142495
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422512
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726563
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057858
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420161
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817931
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256618
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707658
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13027
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59304
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10186
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74393
·(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85379
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2693
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33013
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885516
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144324
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424494
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728724
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060209
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422718
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820756
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259731
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697521
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11924
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58091
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08848
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65741
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13389
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33647
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88711
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146064
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426386
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730774
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062449
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425189
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823462
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262736
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687556
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10835
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56899
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07536
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14469
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44753
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38738
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88869
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147728
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428191
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732756
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064617
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427539
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826077
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265625
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677814
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09768
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55731
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09237
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28607
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49276
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.439
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890146
(442.15, 14.45, 259.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149314
