¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(397.09, 14.00, 247.34) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.613554
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002694
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217316
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448851
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695093
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234021
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53754
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866863
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225807
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.621511
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.055518
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.535292
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0711
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67998
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06181
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77863
(395.98, 13.93, 247.88) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.19682
(395.98, 13.93, 247.88) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.12262
(395.98, 13.93, 247.88) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.2549
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98704
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30564
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03231
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9887
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447915
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.616368
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800158
Ü(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999392
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213758
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44501
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689928
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949083
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.2276
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530545
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858483
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.216861
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.611656
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043029
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.522099
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05635
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66241
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03748
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80864
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73517
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77304
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97713
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37671
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9565
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18558
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90356
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41566
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.445014
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613271
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797156
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996165
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210284
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441259
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684889
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943319
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221346
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523736
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850326
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208146
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602061
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.031461
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509243
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04155
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64525
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01378
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77793
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69269
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72384
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92201
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29906
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92747
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12414
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77873
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40448
Ë(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.442194
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610262
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794222
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.993015
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206892
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437595
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679976
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937714
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215261
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517111
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84239
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199667
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592723
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020192
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.496724
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02403
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6285
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30359
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74791
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65122
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66937
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86623
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22311
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90003
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0652
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65769
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39652
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.439456
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607339
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791362
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989942
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203583
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434023
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675191
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932261
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209345
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510671
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834678
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.191419
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583644
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.009223
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.484539
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00699
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61215
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27798
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71981
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61072
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.616
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8118
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14883
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87411
Ã(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95079
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54035
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39182
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.4368
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604506
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788572
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986947
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200357
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429721
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670532
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926965
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.2036
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504416
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82728
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183405
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.574821
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.998555
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.472691
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.991086
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59621
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25298
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9724
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57117
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56373
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75872
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07621
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77191
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83805
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46125
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3903
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.434227
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601758
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785855
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984028
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197215
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425525
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665999
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921825
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198024
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498345
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.820181
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175624
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.566256
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.98819
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.461175
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.977301
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58067
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22858
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94474
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53259
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51257
É(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69912
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00513
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66673
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72804
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43747
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39201
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431735
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599099
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78321
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981188
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194158
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421447
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661595
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916842
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192616
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.492081
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813294
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.168076
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557949
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.97812
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.449993
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.963867
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56554
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20479
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91777
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72738
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46246
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63727
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94527
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56389
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62084
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41597
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41199
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429325
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.596527
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780637
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978425
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191183
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417484
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657317
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912012
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187378
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485824
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806617
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160761
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549742
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968348
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.439144
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.950794
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55081
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18158
È(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89148
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6955
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41346
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57681
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88763
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46758
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51633
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39677
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59093
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.426997
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.594043
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778137
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97574
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188292
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413643
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653167
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907341
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18231
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479769
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.800154
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153677
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.540751
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958876
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.428626
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.938072
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53648
(395.98, 13.93, 247.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15898
