¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.207133
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.02548
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.77122
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.68122
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.79225
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.18001
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08034
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33872
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.713812
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.071946
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.475182
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.922223
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.423709
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.03958
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79223
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.71535
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.85117
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.25266
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25339
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72656
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.720191
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.078526
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.482465
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.930329
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.432865
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.05284
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.81877
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.74974
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.90869
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.34921
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42227
Ğ (376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10216
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.726238
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.084726
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.489329
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.937968
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.441442
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.06874
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.84544
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.79604
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.96478
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.45288
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58665
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4564
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.731949
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.096622
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.495771
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.945139
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.44943
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.0841
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.87099
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.84107
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.04152
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.55537
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43912
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81128
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.737321
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.102537
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.501787
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.951836
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.457269
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.09853
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.89647
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.88479
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.12247
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.63677
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57657
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16625
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.742354
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.108083
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.507378
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.958058
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.464453
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11242
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.93195
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.94579
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.20003
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.68385
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70965
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52088
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.747045
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.113249
á (376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.517122
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.963798
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.470965
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13126
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.96626
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.00977
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.2361
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.72865
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83803
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87455
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.751391
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.118036
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.522421
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.969057
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.476796
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.14907
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.01448
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.04793
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.27027
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.77109
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96143
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.755391
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.122441
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.527297
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.974912
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.481945
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17564
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.05542
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.07441
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.3025
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.81116
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07959
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.759041
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.126464
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.531751
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.980994
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.486448
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.2133
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.07616
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.09925
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.33275
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.84878
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21722
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.762342
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.130101
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.535774
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.985474
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.491578
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.23042
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.09552
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.12242
Ú (376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.36099
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.88393
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34158
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.765293
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.133353
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.539375
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.98948
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.497291
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.24562
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.11347
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.14393
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.3872
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.91656
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45232
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.767892
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.136215
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.542543
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.992163
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.492974
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.2596
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.12999
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.16372
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.41133
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.94663
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55678
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.770138
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.138691
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.545285
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.966224
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.490218
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.27238
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.14507
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.1818
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.43338
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.9741
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.65472
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.77203
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.140777
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.535942
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.95306
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.486573
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.28391
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.15869
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.19813
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.45331
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.99895
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74586
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.773567
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.142469
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.512103
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.939915
Ú (376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.482042
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.28785
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.17085
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.2127
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.4711
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.02113
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86136
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.774748
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.124282
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.490377
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.926741
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.476622
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.24432
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.18152
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.2255
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.48673
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.04062
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98962
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.771312
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.102279
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.477819
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.920005
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.47032
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.21319
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.1907
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.23652
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.50018
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.0574
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10275
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.751048
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.08016
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.464912
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.912688
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.463142
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.18382
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.19838
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.24574
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.51143
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.07145
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19635
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.730679
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.061081
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.451665
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.904795
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.455096
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.16661
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.18762
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.25315
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.52049
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.08275
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28062
ä (376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.710202
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.048769
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.438074
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.896329
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.446181
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.14882
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.12566
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.25875
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.52732
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.09128
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35524
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.689629
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.036152
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.424151
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.887291
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.43641
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.12979
(376.09, 8.07, 343.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.06514
