¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(327.32, 7.53, 367.06) (337.11, 1.08, 388.28) (0.81, 2.16, 0.81) Human 6.851679
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.82082
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.81205
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.80579
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.80204
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.8008
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.80207
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261508
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478609
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71207
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964146
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237361
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.534062
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85711
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726105
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132438
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579901
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07513
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62599
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24233
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93649
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72406
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62503
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6657
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88102
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31883
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97495
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93262
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91109
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89213
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.87573
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.86187
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.85055
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.84175
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.83548
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.83172
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.83048
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.83175
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263591
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480849
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714686
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96684
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240283
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537241
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356312
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726905
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133302
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58088
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07622
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62718
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2437
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93805
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7258
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62704
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.668
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88375
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32205
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98115
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.96515
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94357
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92457
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90813
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89425
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.8829
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.87409
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.8678
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.86403
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.86279
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.86406
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26568
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483096
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717178
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969541
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243211
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540426
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357082
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727731
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134225
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58189
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07733
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62844
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24506
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93958
ª(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72759
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62909
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67038
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88657
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3254
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90529
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.00033
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.97871
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.95967
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94319
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92928
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91791
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90907
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90277
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.899
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89775
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89901
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267773
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485344
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719604
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972246
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246144
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018476
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357852
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728557
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135142
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582936
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07845
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6297
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2465
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94119
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7294
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6312
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67282
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88942
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31864
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79415
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.03822
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.01654
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.99746
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.98095
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.967
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.9556
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94674
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94042
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93664
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93538
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93665
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269868
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487599
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722034
—(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974956
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249084
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019206
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358644
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72945
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13611
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58398
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07962
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.631
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24796
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94285
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7313
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63335
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67537
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89238
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29393
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70638
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.07883
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.0571
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.03797
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.02141
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.00743
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.996
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.98712
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.98078
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.97698
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.97572
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.97699
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271968
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489856
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724466
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977669
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708078
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019986
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359458
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730339
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137068
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585077
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0808
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63234
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24949
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94456
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73323
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63558
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67794
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89542
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26941
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70314
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.1222
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.10041
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.08123
®(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.06463
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.0506
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.03914
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.03024
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.02388
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.02007
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.0188
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.02007
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274069
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492117
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726904
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421255
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708772
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020717
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360288
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731265
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138071
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586172
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08208
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63373
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25102
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94631
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73521
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63787
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68057
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89853
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24515
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70091
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.16836
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.14651
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.12727
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.11062
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.09656
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.08506
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.07614
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.06976
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.06593
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.06466
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.06593
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276175
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49438
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729344
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421915
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709506
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021505
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361141
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732184
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139093
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587311
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08329
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63512
º(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2526
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94807
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73725
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64017
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68332
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90171
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2241
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69974
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.21734
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.19543
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.17613
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.15943
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.14533
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.13379
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.12484
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.11844
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.1146
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.11332
(326.33, 7.38, 366.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.11459
(326.33, 7.38, 366.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278282
