¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(441.53, 14.70, 257.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.11664
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478853
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705872
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950415
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21457
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500772
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811853
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142945
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497285
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771092
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043623
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335053
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.547419
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.521179
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.496493
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.473348
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.451721
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.03119
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.82104
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.74783
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71567
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.69351
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.67361
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.65594
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.64049
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.62727
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.61624
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.60741
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.60077
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888982
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073277
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270489
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481914
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709122
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953925
æ(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218408
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504936
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816385
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145515
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50015
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783885
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057261
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349627
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.506835
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.480731
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.456178
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.433154
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.411645
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.03016
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.81985
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.74642
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.77162
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.74934
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.72932
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71155
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.69602
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.6827
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.6716
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.66271
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.65601
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891554
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076048
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273421
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485042
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71251
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957601
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222342
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509194
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821028
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148334
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503177
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797337
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071563
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375977
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.468014
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.442041
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.417612
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.394707
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.373308
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.02958
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.81917
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.74562
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.83022
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80782
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.78769
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.76981
Û(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.75418
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.74078
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.7296
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.72063
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71387
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894179
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078835
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276434
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488304
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716002
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961316
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226393
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513611
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825781
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1513
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506433
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811358
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086542
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417901
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.430924
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.405076
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.380765
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.357972
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.348574
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.02944
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.81901
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.74542
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89153
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.86899
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.84874
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.83076
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.81503
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80153
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.79027
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.78123
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.77441
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896901
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081738
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279541
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491615
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71957
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965217
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230589
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518151
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828716
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154517
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509929
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826031
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102187
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.422815
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.395534
ì(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.369804
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.345605
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.322919
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.348833
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.02974
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.81936
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.74583
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95559
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.93293
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.91255
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89445
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.87861
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.86502
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85367
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.84456
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.83766
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899713
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084751
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282741
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495071
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723263
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969181
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234885
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522817
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831799
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157885
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513611
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841332
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118497
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.388971
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.361811
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.336196
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.312104
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.289519
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.34948
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.03048
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.82022
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.74685
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.84916
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.99967
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.97916
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96094
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94499
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.9313
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.91986
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.91066
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.9037
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90257
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087799
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286053
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498609
é(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727061
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973279
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239293
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527628
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835075
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161459
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517553
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85727
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135478
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.356779
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.329729
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.30422
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.280231
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.257745
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.350505
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.03166
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.8216
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.74848
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.85111
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06927
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04863
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.03028
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.01421
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.00042
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.98888
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.9796
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.97256
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905516
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090959
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289396
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502219
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73096
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977469
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243868
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532569
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838549
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165241
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521654
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873815
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173376
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.326203
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.299262
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.273855
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.249964
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.227569
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.351915
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.03329
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.82349
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.75072
(441.93, 14.52, 257.48) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.85379
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.14181
Ù(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12102
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.10254
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.08635
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.07245
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06081
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05144
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04432
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908546
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094184
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292855
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505951
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734958
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981767
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24854
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537595
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84221
(441.93, 14.52, 257.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169206
