¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(331.38, 7.41, 369.23) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.19538
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.572386
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.637038
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.768702
ë(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.5451
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.754317
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.732922
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.712427
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.692806
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.674048
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.656128
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.639038
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.622767
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.607296
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.592617
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.578711
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.565569
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.553187
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.541546
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.530644
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.520467
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.511014
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.50227
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.494231
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.486889
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.480248
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.47429
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.469037
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.46873
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.476576
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.493196
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.520034
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.560212
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.621129
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.732828
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.5523
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.756558
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.735009
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.714355
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.694579
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.675669
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.657604
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.640368
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.623948
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.608345
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.593525
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.579479
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.566206
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.553693
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.541915
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.530883
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.520576
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.510995
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.502127
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.493961
ì(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.48649
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.479726
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.473641
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.468275
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.467961
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.475801
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.492364
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.519147
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.559181
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.619814
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.730234
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.56213
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.767624
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.745855
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.724995
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.705023
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.685915
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.667661
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.650242
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.633641
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.617849
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.60286
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.588644
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.575202
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.562513
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.550581
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.539386
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.528926
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.519194
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.510172
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.50186
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.49425
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.487335
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.481112
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.475618
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.475299
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.483311
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.500291
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.527788
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.569167
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.632799
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.758093
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.57459
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.788411
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.766352
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.745226
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.724981
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.705614
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.687102
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.669435
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.652599
ë(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.636578
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.62135
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.606906
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.593249
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.580352
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.568217
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.556828
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.546166
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.536245
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.52703
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.518544
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.510753
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.503659
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.497272
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.491599
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.491287
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.499714
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.517626
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.546876
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.591576
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.663209
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.58983
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.5897
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.820893
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.798458
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.776937
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.756323
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.736602
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.71774
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.699745
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.682572
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.666231
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.650696
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.635961
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.622007
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.608831
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.596416
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.584756
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.573836
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.563658
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.554202
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.545466
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.537446
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.530123
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.523511
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.517608
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.51729
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.526501
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.546168
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.578774
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.630411
é(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.723445
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.6076
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.60747
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.869352
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.846332
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.824239
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.803075
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.782816
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.763442
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.744936
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.727282
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.710478
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.694481
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.679303
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.664919
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.651337
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.638506
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.626459
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.615162
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.604619
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.594802
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.585727
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.577373
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.569725
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.562797
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.556566
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.556245
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.566861
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.589868
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.629385
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.698381
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.6308
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.62803
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.6279
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.945067
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.920923
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.897782
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.875608
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.854361
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.834038
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.814629
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.7961
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.77844
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.761638
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.745662
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.730524
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.716195
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.702674
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.68993
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.677965
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.666778
ù(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.656349
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.646662
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.637729
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.629521
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.622041
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.615286
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.614963
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.62865
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.659558
(331.27, 7.47, 369.74) (336.67, 1.08, 386.83) (0.81, 2.16, 0.81) Human 4.719808
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.65937
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.65396
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.65119
(331.27, 7.47, 369.74) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.65105
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927094
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136422
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362061
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60595
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870351
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157912
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47176
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216993
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309192
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404728
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503798
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606549
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713108
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832374
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95931
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091314
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228703
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37166
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520624
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67583
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837678
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00179
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16391
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32686
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49444
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66915
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85143
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04171
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24052
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47322
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72169
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928043
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137443
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363163
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607144
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871648
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159324
ì(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473307
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237984
