¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.53893
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17046
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45645
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99302
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75242
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76089
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09683
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864603
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358073
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904639
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50813
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.222
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04832
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00511
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11201
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.376
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90552
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65571
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45718
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0101
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841659
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332409
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882476
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48365
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19069
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01212
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9546
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05239
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31279
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81695
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5475
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1972
º(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92247
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818154
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306168
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852861
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45843
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15837
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97482
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91023
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9916
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2484
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72354
(378.92, 14.84, 303.83) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 18.09786
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9423
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81211
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9231
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794168
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279325
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822645
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4325
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12524
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9365
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87064
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92964
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18272
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62162
(378.92, 14.84, 303.83) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 17.48659
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69245
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66182
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61974
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769663
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251892
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791821
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40035
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0912
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89712
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86659
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11599
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53381
(378.92, 14.84, 303.83) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 17.55896
(378.92, 14.84, 303.83) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 18.48251
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51179
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32324
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745564
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223953
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760399
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36474
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05626
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85683
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78444
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8119
¿(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04809
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45111
(378.92, 14.84, 303.83) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 17.63453
(378.92, 14.84, 303.83) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 18.44031
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86486
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03341
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722268
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195505
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728382
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32852
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02055
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81558
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73629
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76196
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97917
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31027
(378.92, 14.84, 303.83) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 17.71337
(378.92, 14.84, 303.83) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 18.39753
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68064
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76858
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698634
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166527
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695835
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29518
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98397
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77342
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68712
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71099
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90051
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17038
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60637
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29851
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51856
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674588
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137019
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662689
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26248
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94655
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73033
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63697
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65898
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83479
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03162
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4255
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16891
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47998
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67725
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9026
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650145
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10704
¸(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63073
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22904
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9085
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68635
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58575
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60594
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74726
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89391
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24821
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97232
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38063
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12286
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75133
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626987
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076595
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600649
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19504
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8696
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64159
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53369
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55189
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64354
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77698
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08702
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75773
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28192
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82129
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607196
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045768
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569986
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16031
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82999
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59602
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48066
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49692
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54011
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67705
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92733
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53909
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07023
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5922
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587029
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019852
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538745
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12495
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78972
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54968
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4268
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43958
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43698
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57728
´(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78924
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25387
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6268
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48053
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566383
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997046
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506943
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08901
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74866
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50258
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37211
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37296
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3342
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47654
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67351
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97672
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30593
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17228
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54536
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973767
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474644
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05248
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70711
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45475
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31661
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30606
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23178
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35686
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5582
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80056
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9947
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66483
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523991
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950166
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441826
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0154
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6649
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40622
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26033
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23325
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16806
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23775
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44352
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64309
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73249
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17942
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502332
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9261
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408489
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977741
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62202
¸(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35709
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20322
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15991
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12144
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1193
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32939
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46875
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5976
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79522
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480245
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901678
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374716
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939591
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57861
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30727
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13986
(378.92, 14.84, 303.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08607
