¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(425.28, 9.62, 363.05) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.97254
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635269
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12857
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62373
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16112
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64525
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1259
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64993
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22332
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70197
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05591
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45048
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87004
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31708
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79426
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40802
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23525
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511397
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724415
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952907
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198618
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463424
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749726
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060077
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397673
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766108
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169779
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613949
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10491
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61972
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15669
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61605
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09418
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61536
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19019
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78175
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15883
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55938
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98558
…(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43984
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95653
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62685
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44484
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502031
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71439
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942167
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187032
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450987
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736243
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045422
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381686
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748677
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150644
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592856
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08153
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61604
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1497
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58771
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06339
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6012
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21781
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83136
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26484
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67164
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10465
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5664
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16509
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85364
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66162
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753811
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014274
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287085
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57637
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887947
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224422
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533213
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932719
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43562
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99393
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01438
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86891
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85081
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98142
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762206
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023237
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303727
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600116
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913534
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247628
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576793
…(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04233
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55707
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12923
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04694
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04783
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97388
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10376
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770634
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032296
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313461
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616377
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939414
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267334
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678204
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15427
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68129
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76913
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29337
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23038
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0241
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23166
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779071
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041351
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323221
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62694
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954986
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340131
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781651
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26859
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80827
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21521
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47275
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29213
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07584
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36117
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787617
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05051
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333098
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637547
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966501
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405338
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887187
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38539
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93816
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62348
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6093
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34179
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1292
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42819
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796194
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059735
„(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342989
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648229
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010634
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462557
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963726
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50468
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07102
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05564
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65701
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39289
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23876
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48724
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804817
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068963
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352954
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659002
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062711
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520183
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0279
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59448
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47364
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11473
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74735
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45405
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33228
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54718
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813478
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07829
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362971
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695907
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115089
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578238
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09255
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66693
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82101
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39057
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8487
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56238
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40509
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60808
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82218
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087636
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373045
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743703
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16781
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636662
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1577
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73646
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93839
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15972
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95224
‰(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63044
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50159
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69698
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830956
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097067
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401975
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791736
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220846
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695505
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22334
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73744
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03967
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48493
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55994
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66993
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59952
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73574
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839749
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106497
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445909
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840019
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274179
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754737
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28942
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73858
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13611
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65571
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25144
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71115
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69888
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77151
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848599
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126846
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490043
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888579
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327868
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814345
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32446
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7399
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22745
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83123
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44326
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75419
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76864
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83764
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857509
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167283
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534332
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937373
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381819
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874328
…(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32582
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74137
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43637
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01163
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6937
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79901
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8036
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92047
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868741
(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207878
