¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê (417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 6.722645
(417.75, 13.34, 328.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.956927
(417.75, 13.34, 328.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.089018
(417.75, 13.34, 328.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.376348
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34588
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53026
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22826
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.57818
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.63984
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.64989
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.66244
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.67749
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.69507
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.71519
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.73785
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.76308
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.861404
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.831344
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.802453
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.774703
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.748071
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.722535
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.698071
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.674658
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.703668
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.738406
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.774436
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.81859
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.893135
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.970516
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.070045
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.231973
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.614185
(417.75, 13.34, 328.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.103861
£ (417.75, 13.34, 328.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.376092
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33198
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51594
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91815
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.70173
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.76402
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.77432
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.78713
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.80247
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.82035
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.84079
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.86379
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.88939
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.730787
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.709004
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.688233
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.671008
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.676301
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.682454
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.689469
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.697353
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.728622
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.763744
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.80017
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.84056
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.91573
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.993767
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.086222
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.249063
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.591882
(417.75, 13.34, 328.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.119715
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14316
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31966
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50325
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6943
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.82964
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.89259
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.90314
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.91623
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.93187
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.95007
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.97084
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.99421
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.02018
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.763377
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.741489
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.720617
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.700745
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.704852
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.711173
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.718362
œ (417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.726425
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.754504
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.790025
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.826862
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.865052
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.939169
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.017888
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.103032
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.266821
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.569548
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91373
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09804
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29003
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49011
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68288
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.96206
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.02569
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.03651
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.04989
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.06584
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.08436
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.10549
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.12923
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.1556
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.797196
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.775199
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.754223
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.734252
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.734455
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.740952
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.748322
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.756573
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.781329
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.817266
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.854532
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.893165
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.963463
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.042893
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.125393
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.285259
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.547186
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83007
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01165
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20077
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39779
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60322
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.09913
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.16346
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.17456
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.18824
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.20452
  (417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.22339
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.24489
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.26902
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.2958
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.832278
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.810168
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.789084
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.769012
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.765136
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.771818
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.779378
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.787824
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.809118
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.84549
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.883204
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.922297
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.98863
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.068799
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.152075
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.304386
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.524812
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74902
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92798
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11428
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3084
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51469
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.241
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.30607
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.31746
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.33146
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.34807
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.36731
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.38919
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.41372
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.44094
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.868657
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.846428
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.825234
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.805056
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.796919
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.803793
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.811553
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.820202
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.837892
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.874715
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.912895
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.952468
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.014684
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.095622
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.179704
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.324209
“ (417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.502421
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67046
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84686
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03053
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2218
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59846
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13028
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.45367
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.46537
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.4797
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.49667
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.51628
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.53856
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.56353
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.59119
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.906364
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.884015
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.862706
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.842419
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.829831
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.836906
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.844872
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.853734
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.86767
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.904964
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.943628
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.983701
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.041641
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.12338
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.2083
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.344735
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.523121
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59432
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76829
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9494
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1893
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68467
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22404
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.60645
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.61847
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.63314
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.65048
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.67049
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.69319
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.71859
(417.75, 13.34, 328.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.74673
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.947672
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.922964
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.901536
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.881137
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.863897
Œ (417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.871183
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.879366
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.888452
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.898474
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.936258
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.975426
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.01602
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.069521
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.15209
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.237882
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.365977
(417.75, 13.34, 328.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 6.545621
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52056
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69218
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87083
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27112
(417.75, 13.34, 328.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77337
