¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(323.69, 7.67, 370.39) (343.45, 1.15, 381.82) (0.81, 2.16, 0.81) Human 8.601713
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3715
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89255
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46906
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07234
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6977
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41655
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22398
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57766
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61738
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25378
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52912
(324.23, 7.53, 371.25) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.8331
(324.23, 7.53, 371.25) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.81138
(324.23, 7.53, 371.25) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.79339
(324.23, 7.53, 371.25) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.77912
(324.23, 7.53, 371.25) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.76857
(324.23, 7.53, 371.25) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.76171
(324.23, 7.53, 371.25) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.75856
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058365
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253481
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462558
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687146
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928991
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190075
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472775
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779818
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114495
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48052
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882532
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325974
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81761
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.832747
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.787423
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.763593
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.74126
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.720377
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.700883
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.682865
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.66618
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.650917
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.637018
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.624492
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.613306
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.603447
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.594928
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.604236
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.699872
(324.23, 7.53, 371.25) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.85437
(324.23, 7.53, 371.25) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.85118
À(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056502
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251462
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460424
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684849
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926501
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187414
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469885
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776673
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111017
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476723
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878369
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321382
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.74262
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.672647
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.645984
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.624049
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.603481
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.584328
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.566543
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.550079
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.534971
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.521218
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.508747
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.497598
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.487761
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.479178
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.471893
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.476874
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.519965
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.633639
(324.23, 7.53, 371.25) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.94825
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054685
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249552
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45835
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682611
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924095
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184822
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467059
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773622
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107685
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473067
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874344
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.78248
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.659415
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.606161
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.582078
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.560749
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.540797
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.522218
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.504976
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.489087
Ä(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.474509
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.461259
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.449315
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.43865
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.429286
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.421202
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.414365
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.418356
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.453305
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.533242
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052928
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247643
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456326
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680454
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921782
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182297
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464353
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770644
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104446
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469525
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870455
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.730989
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.627133
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.578535
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.555285
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.534326
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.514721
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.496481
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.479574
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.464013
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.449786
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.436826
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.425197
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.414841
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.405771
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.397954
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.391444
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.395163
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.427667
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.499836
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.677131
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051249
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245851
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454406
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678391
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919542
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179867
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461728
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767811
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101348
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46615
Ó(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866699
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.734697
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.629636
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.580706
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.557611
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.536894
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.517528
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.499525
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.482862
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.467526
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.453512
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.440803
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.429386
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.419254
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.410419
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.402843
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.396558
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.400397
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.433411
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.50717
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.699383
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049613
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244122
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452516
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67638
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917355
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177539
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45921
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765058
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09836
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462838
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863067
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.797775
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.667956
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.613273
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.589588
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.569057
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.549886
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.532058
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.515603
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.500468
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.48667
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.474156
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.462972
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.453063
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.444437
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.437095
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.431011
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.435441
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.472404
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.559391
¸(324.23, 7.53, 371.25) (343.99, 1.12, 382.54) (0.81, 2.16, 0.81) Human 9.877125
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048053
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242444
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450745
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674451
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915305
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175276
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456744
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762429
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095446
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45969
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859584
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30064
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.763442
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.687832
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.661289
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.641005
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.622056
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.604494
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.588295
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.573442
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.559899
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.547699
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.536801
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.527214
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.518918
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.511904
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.506184
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.512415
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.562613
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.746403
(324.23, 7.53, 371.25) (343.99, 1.12, 382.54) (0.81, 2.16, 0.81) Human 9.925134
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046552
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240845
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44902
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672584
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913285
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173156
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454411
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75986
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092667
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45662
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856237
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25606
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631485
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.899836
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.831252
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.812404
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.794974
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.779058
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.764578
²(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.751534
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.739849
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.72963
(324.23, 7.53, 371.25) (343.37, 1.08, 381.36) (0.81, 2.16, 0.81) Human 8.720765
