¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(418.49, 14.57, 316.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892301
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859016
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183057
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661836
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201593
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814659
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65508
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.22902
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.2308
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222897
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29899
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.378133
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460525
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54632
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635698
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728874
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826067
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927521
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033516
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146185
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249582
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357466
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47013
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587877
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710975
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839822
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97475
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116252
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264639
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420538
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584417
Á(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756881
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938592
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34931
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848448
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412554
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27755
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.32699
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.32615
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.32775
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235047
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311533
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391106
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.473989
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560258
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652485
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.748849
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849414
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954475
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064293
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185865
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299396
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409132
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523782
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643619
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768994
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900187
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037656
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18184
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333164
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492131
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659317
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835282
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088573
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523382
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044331
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634666
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49985
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.01204
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.07249
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.92074
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.249305
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328538
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410987
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.496892
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586359
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679708
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777098
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878765
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984995
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096048
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221781
º(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350596
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462308
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579029
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701066
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828747
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962409
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102513
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24952
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403815
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565985
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736627
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91635
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248939
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705875
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250203
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868757
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27782
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.25488
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.37124
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.94957
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.272691
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.352708
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436022
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52284
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613315
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707647
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806092
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908911
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016325
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128667
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258667
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400117
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517051
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6359
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76019
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890294
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026545
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169408
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31931
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476758
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642284
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816489
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009957
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41669
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897346
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466788
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34731
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8213
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.28506
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.40535
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.98104
·(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29666
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.377535
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.46177
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549517
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64096
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736324
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835902
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939861
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048524
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162204
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296471
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439789
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573392
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69445
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821126
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953712
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092645
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238354
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391308
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552041
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721056
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899044
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168749
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592338
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098397
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694897
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96898
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41673
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.31779
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.08438
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.01516
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32126
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.403002
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488127
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576817
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669305
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765784
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866489
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97167
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081594
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197313
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33528
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48052
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631362
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754733
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883843
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019094
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160807
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309492
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46562
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629737
º(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80243
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984303
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334793
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776443
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309788
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935441
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07266
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80506
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.3531
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.66731
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48405
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.346467
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.429103
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515218
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604877
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698397
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795983
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897862
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004291
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115564
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235302
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37509
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522282
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677438
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816824
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948498
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086457
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231065
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382854
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542297
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709952
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886431
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093894
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508623
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969548
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532273
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42643
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6015
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79499
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52605
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52509
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.5269
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.372301
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455876
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542906
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633645
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728289
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930074
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03781
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150484
½(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274251
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415943
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565155
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722531
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880779
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01511
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155892
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303504
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458528
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621409
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792782
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973244
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258297
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690726
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172356
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766687
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06011
(417.87, 14.69, 315.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13492
