¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾(394.13, 14.40, 309.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052482
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.05468
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.197598
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.354015
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533613
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726564
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115636
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406403
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951336
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489939
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.897712
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358922
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.903155
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526456
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28104
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17268
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39957
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32512
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.098591
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.200777
ª(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.303
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.408795
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.520616
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.644048
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.777417
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.919429
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.057109
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.200174
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.35429
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533908
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726879
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098373
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411273
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880274
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508733
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918849
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.381193
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.928045
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.555166
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31414
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20999
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43641
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34606
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.099798
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.20205
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.304807
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.410701
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.522627
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.645167
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.778605
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.920692
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.059841
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.203071
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.355469
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.534517
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727534
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081142
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416503
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80897
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527993
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.940524
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.404029
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953558
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.585088
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34807
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24829
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47413
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36668
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.101154
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.203481
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.306812
¯(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.412814
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.524858
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.646492
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.780013
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.922191
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.062875
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.20629
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358889
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.535443
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.728528
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063946
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422094
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737497
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547724
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.962743
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.427433
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.979698
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.615765
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38284
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28757
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51279
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38691
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.102662
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.205072
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.309016
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.415137
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.527309
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.648026
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.781642
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.923923
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.066213
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.209831
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.362651
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536683
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729859
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04679
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428046
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712325
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567927
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985511
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451411
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.006474
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.64721
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41844
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31037
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55233
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40677
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.10432
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.206821
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.311419
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.417669
²(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.529983
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.649768
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.783492
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.925892
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.069856
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.213695
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.366757
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53824
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731532
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029675
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43436
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719227
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588607
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008831
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.477139
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033892
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.679425
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45489
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35432
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59282
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46297
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.106129
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.208731
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.31402
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.420413
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.532878
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.651928
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.785563
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.928095
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.073804
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.217883
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371208
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540113
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.733543
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012602
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441038
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726524
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609769
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.032708
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503942
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.061956
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.712423
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4922
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39932
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63422
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51987
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.108089
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.210799
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.316822
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.423366
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.535995
µ(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.655224
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.787856
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.930536
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078057
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.222394
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.376003
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542303
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735895
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995577
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426178
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734221
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631417
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057148
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.531384
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.090675
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745701
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44424
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44544
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67656
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5771
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.110201
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.213027
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.319822
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.426529
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.539335
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.658754
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.79037
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.93321
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.082618
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.227233
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.381145
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545249
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738586
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9786
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406634
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74232
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.653553
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082157
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.559475
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120054
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.77952
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48415
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49272
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73038
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63463
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.112463
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.215415
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.323024
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.429905
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.542898
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.662521
³(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.793106
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.936121
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.087485
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.232399
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.386635
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551095
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74162
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961676
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387158
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75082
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676181
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.107739
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58822
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150099
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.814122
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.525
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54112
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79025
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69249
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.114878
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.217963
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.326426
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.433491
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.546685
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.666525
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.796065
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.939271
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.092075
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.237892
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392474
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557313
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744995
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954217
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367754
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759726
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603569
(392.84, 14.46, 309.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133902
