¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.19921
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83124
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13207
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45136
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84311
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661792
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850563
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053287
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271535
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507117
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758827
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50258
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817237
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160702
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536192
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939962
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385317
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878923
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42897
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04559
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72639
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48586
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.5869
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.56565
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.54634
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.52896
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.51348
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.49992
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.48824
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.47844
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.64381
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65188
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94287
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24496
£(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56303
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659188
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847768
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050284
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268298
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503619
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753887
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02452
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811017
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153898
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529611
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935015
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379858
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872796
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42214
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03793
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71374
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47149
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.70885
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.68739
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.66788
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.65033
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.6347
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.621
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.60921
(433.21, 14.23, 307.75) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 12.59931
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.68383
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76503
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05899
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36419
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69508
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656614
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84501
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047318
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265102
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499767
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749014
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019229
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80487
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147205
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522251
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930189
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374504
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866884
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41551
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0305
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70138
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45747
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.24628
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.22272
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.2012
§(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.18172
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.16425
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.14879
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.13533
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.12385
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.72626
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88264
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17973
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5197
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.654077
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842288
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044392
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261949
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49533
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744214
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014018
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307446
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140543
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514988
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925482
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369312
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86112
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40907
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02272
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68934
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4438
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.28718
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.26353
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.24194
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.22239
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.20487
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.18936
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.17585
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.16433
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.77114
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00482
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35374
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.651572
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839602
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041505
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258838
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490956
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739481
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008884
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301855
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134066
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507872
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919004
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364259
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855554
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40283
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01233
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67764
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43049
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28924
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.30659
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.28493
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.26531
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.24773
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.23216
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.21861
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.20705
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.81851
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19671
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66952
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649101
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836951
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038656
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255769
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48665
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734822
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003826
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296348
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615688
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500777
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911266
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359385
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850105
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39677
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0022
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66623
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41755
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27442
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.35194
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.3302
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.3105
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.29286
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.27724
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.26363
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.25202
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.86839
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51152
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.646664
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83434
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035848
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252744
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48241
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730235
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998847
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290926
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609929
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958772
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903636
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35466
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844866
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39091
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99237
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65516
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40496
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.3996
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.37778
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.35801
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.34029
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.32461
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.31095
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.29929
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3621
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83838
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644264
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831765
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033082
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249224
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478234
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725718
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993945
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.285589
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604263
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.952557
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896099
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348044
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839774
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38525
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98279
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64437
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39273
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24601
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.44963
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.42771
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.40787
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.39008
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.37433
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.36061
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.34891
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68796
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641897
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829227
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030355
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245415
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474127
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721274
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989122
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280518
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598693
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946445
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328678
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339869
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834881
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37977
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9735
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63392
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38086
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23241
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.50205
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.48004
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.46012
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.44225
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.42643
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.41265
(433.21, 14.23, 307.75) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 13.4009
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90703
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639565
