¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(408.81, 14.08, 246.33) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 19.64872
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21734
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89552
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66044
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5189
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4544
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58118
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23142
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41041
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48331
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90673
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.19145
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.17851
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.16834
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261378
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474226
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702192
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947876
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213207
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510077
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836796
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.194512
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.577713
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565863
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05038
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58825
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18874
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86332
Œ(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61748
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47023
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40413
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54032
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29853
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47978
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52839
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86917
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.25142
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.23726
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.22569
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.38128
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252594
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464475
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6917
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936554
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200856
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497952
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823546
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179527
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.559868
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.98008
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02762
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56293
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16039
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83036
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57491
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42162
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35445
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48464
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36688
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44355
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57512
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8339
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.27615
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.26197
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.25038
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.3938
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243846
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454779
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681267
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925299
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188581
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485858
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.810334
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162794
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.542118
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.960484
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00503
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53778
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13225
‡(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79316
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53277
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37352
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30539
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42956
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43648
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40855
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62344
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80083
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.30353
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.28933
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.27773
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.4088
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23506
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445136
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670893
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91411
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177216
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473797
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797158
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146174
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.524467
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.941005
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.397814
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51283
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10434
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75628
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49105
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32589
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25691
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37499
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40781
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3868
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67344
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76999
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.33359
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.31937
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.30775
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.42628
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226127
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435552
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660582
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902988
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166167
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461772
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784024
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.130195
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.506915
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921638
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.375304
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48809
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07222
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71978
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44976
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27879
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20907
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32096
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37886
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39118
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72507
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76599
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.36635
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.3521
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.34047
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.44624
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 19.85055
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217247
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426023
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650332
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891923
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155148
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449781
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770933
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.114306
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489464
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.902387
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.35296
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851003
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04001
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68361
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40883
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2322
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16183
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26171
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35096
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39558
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09118
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76913
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.40184
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.38756
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.3759
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.46871
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.98545
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20842
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416552
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640148
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880858
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144165
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437831
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757886
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098508
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472116
Œ(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.883254
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.330783
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.826339
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0081
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64778
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36837
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18607
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11518
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19191
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32419
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40003
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37578
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77438
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.44007
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.42577
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.41409
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.4937
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.19451
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199647
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407141
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630027
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869867
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.133215
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425921
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744882
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082802
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454873
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.864214
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.308774
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801865
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34288
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61236
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3283
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14046
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06915
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12308
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29847
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40447
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28859
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78167
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.48109
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.46675
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.45505
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.52123
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.46871
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190929
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397789
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619973
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.858953
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.122303
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414051
š(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731926
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067188
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437737
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.844456
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.286936
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.777588
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31468
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57726
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28869
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09535
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0176
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05512
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25972
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40896
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20273
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79103
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 19.86654
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 19.84987
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.70132
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.6921
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.93542
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.1931
(407.07, 13.98, 246.65) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.43896
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182269
(407.07, 13.98, 246.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388501
