¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
› (442.70, 14.31, 261.37) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.934069
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112278
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384638
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679873
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000957
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.5113
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.485931
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.461844
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.439018
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.417435
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.397078
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.719224
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.206807
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.761534
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.398194
á(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41637
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39377
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.3731
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35433
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33746
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32248
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.30936
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.29811
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.28871
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.28116
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.27544
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.27157
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.26952
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23113
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43281
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641754
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866996
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119533
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392514
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688425
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010301
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.548293
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.522788
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.49857
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.47562
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.453918
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.433449
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.719164
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.206738
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.761455
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.398102
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.44349
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42083
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.4001
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38129
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36438
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34935
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.3362
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32491
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.31548
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.3079
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.30217
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.29828
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.29622
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23296
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434777
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644526
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873812
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126905
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400462
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69704
ô(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015607
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.586797
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.56115
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.536796
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.513716
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.491892
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.471306
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.719243
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.206827
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.761558
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.49727
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.4726
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.44988
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42909
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41023
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39326
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.37819
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.365
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35368
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34422
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33661
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33086
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32695
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32487
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23487
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436789
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647389
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880675
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134313
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407105
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700255
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018836
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.626849
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.601052
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.576557
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.553343
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.531392
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.510684
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.719462
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.207076
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.761842
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.52846
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.50372
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48093
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.46008
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.44116
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42415
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40903
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39579
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38444
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.37494
ì(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36731
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36153
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.3576
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35551
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236828
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438911
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651901
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887673
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139059
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409915
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703336
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022172
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.668484
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.642533
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.617891
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.594536
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.57245
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.551618
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.719823
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.207485
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.762309
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.5617
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.53688
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51402
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.49311
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.47412
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.45706
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.44189
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42861
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41721
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40768
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40001
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39421
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39026
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38816
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238828
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441072
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657866
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890779
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141736
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412825
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70646
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025593
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.71174
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.685629
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.660833
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.637333
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.615109
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.594145
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.720325
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.208052
ä(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.762957
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.597
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.5721
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.54917
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.52819
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.50914
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.49201
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.47679
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.46346
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.45202
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.44245
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.43476
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42892
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42495
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42283
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240898
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442479
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660228
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893339
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144514
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415812
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709722
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029126
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.75666
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.730381
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.705426
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.681773
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.659406
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.638305
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.720966
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.208779
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.763787
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.6344
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.60941
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.5864
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.56535
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.54623
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.52904
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51376
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.50038
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.4889
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.47929
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.47156
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.4657
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.4617
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.45957
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241793
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442842
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662669
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895977
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147352
ë(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418882
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713024
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032743
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.803285
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.776833
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.751711
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.727902
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.705385
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.684142
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.721749
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.209667
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03381
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.67393
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.64885
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.62576
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.60462
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.58543
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.56818
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.55284
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.5394
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.52787
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51822
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51046
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.50456
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.50054
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.49839
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242208
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443232
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665154
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898675
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150252
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422025
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716452
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036468
(442.38, 14.27, 263.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385464
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.825028
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.799736
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.775762
(442.38, 14.27, 263.72) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.75309
