¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ (359.23, 7.20, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.328266
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8485
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9008
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95596
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01402
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07506
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13906
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20619
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27638
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.464019
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641088
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830853
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034804
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227039
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421306
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629106
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851861
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091202
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349009
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627447
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929045
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256761
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296686
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846046
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46609
å(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16095
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93182
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79879
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85327
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06971
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85588
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4031
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88064
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93315
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98854
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04684
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10814
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1724
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23975
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31024
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.45235
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.628561
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817432
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020391
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2177
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41134
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618448
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840438
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078928
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335787
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613163
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913569
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239936
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254789
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798967
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4128
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09903
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86142
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71974
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75749
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95632
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82453
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36949
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91536
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96814
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02378
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08232
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14386
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20844
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27606
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34684
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440763
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616175
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804159
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006116
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208592
Ê(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.40162
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608054
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829297
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06696
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.322895
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.599239
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.898483
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223538
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.577835
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752527
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36028
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03804
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7917
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64894
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66348
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8451
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78944
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33794
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92209
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00575
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06166
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1205
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18235
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24718
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31515
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38622
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.429294
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.603902
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791017
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991946
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199711
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392143
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59792
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818439
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055296
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.310332
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585672
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883789
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197108
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.552105
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706719
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30845
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97809
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72316
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57874
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57123
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73614
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75224
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30833
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8903
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04604
Î(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10226
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1614
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22351
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28869
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35698
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43168
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417922
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591721
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777947
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977918
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191056
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38291
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588048
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80786
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043933
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298098
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569415
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848084
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152644
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526947
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661528
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25743
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91905
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65575
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50104
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48069
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62932
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71694
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27091
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86067
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08906
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14554
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20504
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26747
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33909
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41459
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49327
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.406628
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579658
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765025
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964017
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177697
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373917
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578435
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797561
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032873
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273511
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529215
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.804761
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.130139
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.502273
é(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61694
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20708
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86098
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58947
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4247
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39184
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52457
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65623
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23505
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82935
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13478
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19382
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2603
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32991
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40269
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47866
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55796
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395458
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567722
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752208
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950279
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162221
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365167
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569082
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781771
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001387
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236819
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489791
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770113
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108067
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.478077
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572979
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15748
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80382
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52429
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34972
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30196
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42191
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5381
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2012
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79295
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12425
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22815
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32583
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39598
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46931
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54592
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62583
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384391
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55588
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739527
Ï(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936631
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146859
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356489
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547013
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75035
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967795
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200826
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451135
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750287
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086423
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454359
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529639
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10858
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74759
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46024
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27605
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20519
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32129
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42282
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16933
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75868
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02188
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12107
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22519
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33685
(359.88, 7.14, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45253
