¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(420.76, 14.29, 319.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49957
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83577
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15612
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81217
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5269
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31202
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10448
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88369
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560308
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687379
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820494
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960086
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106577
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260523
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42238
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592802
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772386
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992719
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244319
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54143
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862156
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177069
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504703
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858153
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24044
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29005
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50611
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30939
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98269
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71817
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51943
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28133
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05374
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598407
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727133
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862007
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003526
¹(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152037
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308137
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472352
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645243
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855061
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082407
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343988
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648745
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978009
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334812
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702387
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07142
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47123
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5568
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69929
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46719
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15498
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9094
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72049
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44268
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22923
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637277
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767731
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904476
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047913
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198544
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35686
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523469
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723107
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941874
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174629
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446474
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759218
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097447
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464306
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863554
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29484
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06435
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09463
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85304
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62963
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33251
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10427
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90982
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62114
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41032
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677055
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809232
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947864
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093303
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24609
¶(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40673
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596532
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807186
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031076
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26951
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551922
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873003
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220573
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597949
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00914
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45872
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26905
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23655
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01097
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79695
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51551
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30029
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10889
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83671
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62848
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717655
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851676
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992226
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139707
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294737
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474949
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677941
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893541
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122762
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367046
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660431
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990208
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34752
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735943
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15961
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64814
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67147
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3822
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17327
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9692
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70416
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49694
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31451
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05947
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8707
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759113
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894978
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03755
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187214
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358085
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553887
·(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761559
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982233
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217044
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467412
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77212
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110968
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478451
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878429
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32003
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86147
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80625
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53169
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34001
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14668
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89114
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69982
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52692
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28985
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801464
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939291
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083866
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245686
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43465
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634892
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847395
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073351
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313993
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570705
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887124
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235388
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613589
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02564
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52024
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.654
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99726
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.687
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51142
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32918
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08145
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90914
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74641
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93971
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844745
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984518
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137476
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319935
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513164
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718016
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935585
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167024
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413661
¹(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677001
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005496
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363682
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753064
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20085
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72879
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16781
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23725
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95196
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74467
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5089
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27761
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1252
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97326
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888936
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033218
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209536
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396059
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593676
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803352
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026146
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263302
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516223
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787796
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127517
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496027
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901137
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39667
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94614
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79261
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48647
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22755
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0511
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80548
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55534
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37813
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36682
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934071
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103136
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283377
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474104
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676304
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890962
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11917
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362289
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621735
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903907
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253195
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632515
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08536
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60051
µ(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17287
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05096
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74541
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51446
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37075
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11439
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89318
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71583
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00055
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174785
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359033
(420.36, 14.34, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554167
