°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®!(384.95, 11.93, 326.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.83342
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.33119
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.458286
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.593774
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.738485
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.893361
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.059488
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.238099
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.430621
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.638709
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.864291
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.109622
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.377371
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.670398
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.993496
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.35603
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.769704
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.250364
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.839354
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.619924
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.49864
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.55591
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.85211
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.29524
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.623698
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.708637
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.798234
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.892863
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.992938
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.098923
∂!(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.211334
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.330749
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.457817
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.593274
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.737951
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.892791
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.058875
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.23744
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.429913
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.637944
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.863461
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.108721
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.376387
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.669626
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.991522
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.352555
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.762949
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.238868
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.823733
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.59733
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.47172
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.5233
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.77732
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.15361
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.62355
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.708482
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.798071
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.892689
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.992756
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.098729
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.211129
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.330531
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.457585
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.593029
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.737688
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.89251
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.058574
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.237116
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.429564
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.637567
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.863052
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.108276
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.375903
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.669096
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.991316
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.34974
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.756929
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.229227
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.809035
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.575844
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.44613
Æ!(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.49231
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.66427
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67912
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.623555
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.708486
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.798075
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.892695
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.992761
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.098736
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.211135
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.330538
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.457592
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.593036
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.737695
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.892518
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.058583
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.237127
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.429575
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.637578
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.863065
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.10829
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.375917
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.669111
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.991665
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.347586
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.751641
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.220407
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.79525
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.555449
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.42185
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.46283
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.55667
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48102
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.623712
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.708652
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.79825
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.892879
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.992955
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.098941
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.211352
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.330768
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.457838
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.593296
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.737973
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.892816
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.058903
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.237469
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.429944
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.637978
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.863499
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.10876
´!(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.376431
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.669674
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.992284
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.34849
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.748357
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.212405
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.782372
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.536139
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.39888
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.37467
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.4549
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.309
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.624021
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.708978
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.798594
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.893241
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.993338
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.099346
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.211781
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.331223
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.458321
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.593812
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.738524
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.893404
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.059533
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.238147
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.430674
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.638766
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.864352
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.10969
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.377444
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.670785
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.993507
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.350193
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.74743
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.205218
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.770662
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.517904
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.37719
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.29082
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.35651
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16455
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.624485
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.709465
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.799106
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.893782
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.993908
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.09995
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.212422
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.331902
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.459044
´!(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.59458
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.739344
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.894282
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.060473
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.239157
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.431762
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.639943
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.865627
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.111076
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.378958
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.672442
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.995331
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.352212
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.748315
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.201093
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.760246
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.50073
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.32973
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.21135
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.26932
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02521
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.6251
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.710113
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.799789
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.894502
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.99467
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.100755
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.213274
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.332806
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.460005
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.595603
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.740437
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.89545
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.061725
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.240502
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.433211
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.641508
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.867323
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.112921
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.380971
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.674651
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.99776
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.354898
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.751669
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.198424
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.750673
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.484615
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.26309
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.13756
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.19577
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89075
≠!(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.625869
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.710922
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.800641
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.895401
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.995619
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.101758
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.214337
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.333935
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.461204
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.596882
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.7418
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.896907
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.063288
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.242181
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.43502
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.643463
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.869442
(383.88, 11.56, 326.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.115224
