¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29288
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.641
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87228
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08655
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61556
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54744
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86871
(341.05, 6.98, 312.00) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 22.02259
(341.05, 6.98, 312.00) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 22.37042
(341.05, 6.98, 312.00) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 21.98479
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103677
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305002
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527078
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766628
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025517
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306153
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611328
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943655
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300646
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722801
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191566
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24666
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.579671
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16697
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83758
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60475
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85623
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0673
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58335
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51778
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83064
(341.05, 6.98, 312.00) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 21.29698
(341.05, 6.98, 312.00) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 21.27865
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100979
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302117
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523129
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762382
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020922
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301179
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605871
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93839
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29837
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7177
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.014976
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.095927
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.553011
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13947
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80627
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56879
¼(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84006
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0479
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55086
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48791
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79232
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 23.04196
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 23.0915
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098325
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299264
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51922
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758149
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016379
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296207
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600507
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932487
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296136
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712603
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.798637
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03776
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526612
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11215
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77518
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53309
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82375
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02836
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51808
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45522
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2413
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.58059
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.66402
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 23.15921
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095723
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296447
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515364
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753992
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01186
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29129
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595149
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926648
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29095
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600389
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.65706
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.01924
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.500476
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07556
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74433
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49767
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80733
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00867
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48503
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.41345
Ï(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19959
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.14058
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.255
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.80018
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093125
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293712
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511523
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749833
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007329
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286441
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589841
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920853
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287844
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.353551
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549762
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.00086
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.474598
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01797
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7137
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46254
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79079
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98885
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45172
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37139
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15764
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.72057
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.86337
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.45443
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09059
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290999
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507682
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745725
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002872
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281578
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58458
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917279
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143708
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.207063
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537279
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.982617
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.448984
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.989264
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68331
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42769
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76359
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96889
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41816
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32903
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11546
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.31933
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.48814
Í(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.12131
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088138
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288341
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503893
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741613
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998477
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276768
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579549
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914506
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933359
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.117994
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52489
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.964515
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.433858
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.960865
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65316
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39312
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64254
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94881
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38825
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28638
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.96395
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.93571
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.12837
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.80022
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085684
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285743
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500369
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737561
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994063
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27202
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577064
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671505
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779672
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.106883
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.512601
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946555
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.430361
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.93277
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62324
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35884
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5218
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92861
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36363
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24347
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.59637
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.56868
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.78321
(341.05, 6.98, 312.00) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 23.37227
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083284
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283174
½(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497614
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733542
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989761
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268272
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447225
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498682
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730556
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095856
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.500409
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.92874
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.426783
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.904979
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59357
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32484
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40142
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90828
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33886
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2003
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.24443
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.21726
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.45187
(341.05, 6.98, 312.00) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 23.13852
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080946
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280662
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494936
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729568
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985438
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236581
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23983
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388832
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721155
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084919
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.488317
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.915918
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.407037
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.877493
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56414
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29114
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28147
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88785
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31397
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15689
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.90724
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.88118
(341.05, 6.98, 312.00) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.13362
(341.05, 6.98, 312.00) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 22.91199
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078647
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278192
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492293
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725612
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979825
É(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966198
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096189
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380322
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711834
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.074574
