¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001194
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67739
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2543
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92047
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80611
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688727
³(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187905
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748409
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44748
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35271
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38495
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77765
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26304
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68789
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06744
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5036
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05419
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70828
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56354
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678124
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176025
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730075
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4135
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31245
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29291
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6677
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11145
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5436
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90822
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3315
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85659
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49914
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3323
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66687
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16034
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710971
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3782
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27061
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1993
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55728
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96066
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40663
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75047
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16114
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66146
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28728
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10436
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654335
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142736
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691093
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34162
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22733
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14189
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44646
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81087
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25925
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59236
 (433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99249
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46885
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07877
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.77252
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.95211
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124451
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670442
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30377
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18258
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0857
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33534
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66365
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10027
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43401
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82561
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27872
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87382
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.00764
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.69123
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621062
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105446
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649042
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26473
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13644
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02849
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22402
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52404
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94274
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27702
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66045
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09103
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67168
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.51995
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.43393
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603551
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085812
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626902
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23813
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08895
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97035
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11251
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39462
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78661
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12148
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49031
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90583
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47235
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.30351
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.1804
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585425
‘(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065507
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604038
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21214
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04012
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9113
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00089
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2786
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62168
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96729
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31505
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72305
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.72316
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.08032
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.93217
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56673
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044612
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580437
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18539
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99003
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85137
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89275
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16306
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45611
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81454
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14187
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54271
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.18916
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86065
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.68992
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971815
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023083
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556175
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15784
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93878
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7906
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78817
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04797
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29191
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65086
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97071
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23005
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9937
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.64446
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.4748
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.956837
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000928
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531219
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12954
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8863
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72907
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6834
ã(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9328
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12906
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47334
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80165
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49817
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80107
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.43968
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.23643
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.941384
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364126
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505607
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10051
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83274
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66682
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59532
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80583
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96765
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2979
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63241
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13894
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61351
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.22746
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.00214
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.96395
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92547
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346397
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.815404
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07075
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77807
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60386
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52353
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.679
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81464
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12465
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7769
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96578
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42591
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.0186
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.77905
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.69238
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909098
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328161
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.791838
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.333638
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72245
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54026
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45145
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55236
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68256
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.684
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39218
¢(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78904
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24105
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.8154
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.55276
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.42893
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892276
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.30943
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.767973
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.306132
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.915362
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80397
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37913
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42596
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29848
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83427
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22892
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61358
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0589
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.61106
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31816
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.1946
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875014
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290215
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743818
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.277999
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.87699
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5749
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42615
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38461
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47753
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70076
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05465
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44051
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8781
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.40145
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.09596
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.97014
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857324
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270528
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.719388
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249253
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.838009
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53122
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36369
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29989
(433.32, 12.18, 341.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35895
