¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.87629
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0404
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14857
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46511
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0546
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.01141
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.47908
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.64262
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668316
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845037
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048689
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268014
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504851
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776189
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054451
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357691
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69438
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.058452
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460014
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905096
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.401089
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.95717
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58485
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29879
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11794
ì(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06725
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18025
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50302
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10077
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06888
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55255
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.74256
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.670281
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848691
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052617
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272251
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511733
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782703
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061537
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365426
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703575
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.06857
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.471198
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917523
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.414976
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.972785
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60254
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31899
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14123
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09439
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21226
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54134
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14748
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.12705
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.62697
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.84415
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672354
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852376
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056582
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276526
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519462
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.789272
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068681
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373225
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.712847
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078774
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.48248
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.93006
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.428989
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988549
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6204
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33939
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16475
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1218
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24461
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58009
ë(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19473
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.18593
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70235
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.9474
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674537
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856095
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060583
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280838
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527148
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795892
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075885
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382041
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722195
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.089063
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.493857
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.942704
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.443125
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00445
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63842
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35998
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18849
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14948
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27729
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61926
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24252
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24551
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.7787
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676827
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.859846
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064615
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285188
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534791
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802567
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083147
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391256
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73162
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099437
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505329
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.955456
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.45738
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02049
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6566
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38076
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21246
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17743
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31031
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65884
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29083
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3058
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.85601
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679225
ç(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.863628
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068684
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289576
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542389
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809294
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090466
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400501
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741118
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.109892
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516892
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968313
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.471757
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03667
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67494
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40173
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23666
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20566
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34366
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69885
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33969
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.36679
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.93431
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681732
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.867441
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072787
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54994
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81607
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09784
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40977
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75069
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120431
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52855
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.981276
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486255
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05299
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69345
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42288
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26108
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23416
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37734
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73927
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38908
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4285
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.01358
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684347
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871285
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076921
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298459
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557443
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822898
ê(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10527
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419065
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760334
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131049
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.540298
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99434
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.500869
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06945
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71211
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44422
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28572
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26293
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41135
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7801
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.439
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49092
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.09383
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.687071
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875158
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081089
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302956
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564897
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829775
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112756
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428383
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770049
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.141749
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.552136
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007507
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.515599
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08604
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73093
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46575
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31058
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29196
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44569
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82134
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48946
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.55405
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.17507
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689902
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.879063
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085289
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307486
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572298
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8367
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.120295
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437724
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779836
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152527
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564065
è(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020778
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.530448
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10276
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74991
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48747
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33567
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32126
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48037
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.863
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54045
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61789
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.2573
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69284
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882996
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089521
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31205
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579648
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843675
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127887
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447084
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78969
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163381
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576077
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.034143
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.545408
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11961
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76904
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50936
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36097
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35082
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51536
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90507
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59197
