¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81992
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.14512
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.13248
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.1224
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.11489
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294196
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531274
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787963
Í(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066755
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370572
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702888
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067846
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02903
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488653
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999168
(432.70, 14.48, 317.63) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 9.489027
(432.70, 14.48, 317.63) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 9.50942
(432.70, 14.48, 317.63) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 9.531322
(432.70, 14.48, 317.63) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 9.554756
(432.70, 14.48, 317.63) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 9.579741
(432.70, 14.48, 317.63) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 9.606293
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82319
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.16824
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.18968
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.1563
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.1256
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.09756
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.07216
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.04937
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.02918
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.01158
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.99654
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.98407
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.97414
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.96676
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28274
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518886
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774526
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052136
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354609
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68539
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048584
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004662
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461657
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969106
(432.70, 14.48, 317.63) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 9.615547
(432.70, 14.48, 317.63) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 9.636839
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84142
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62417
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51995
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55485
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74135
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.02269
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.04401
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.01098
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.98061
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.95286
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.92774
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.9052
­(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.88525
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.86785
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.853
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.84069
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.83091
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.82365
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271263
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506477
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76107
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037498
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338625
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667875
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029308
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.420881
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434767
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939137
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50216
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11184
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79647
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.573
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4611
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48655
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67074
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.8821
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.90331
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.87061
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.84055
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.8131
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.78823
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.76594
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.74621
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.72901
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.71435
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.7022
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.69255
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.68541
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259766
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494049
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747596
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02284
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.322628
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.650345
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.010023
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398162
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407907
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909275
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46857
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07232
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.32431
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.29478
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40271
É(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4188
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60083
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.74631
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.76741
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.73503
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.70526
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.67809
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.65348
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.63142
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.6119
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.5949
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.58041
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.56841
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.5589
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.55187
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248251
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481602
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734106
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008166
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306615
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632805
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990729
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.375497
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79679
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879489
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43356
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.033
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.24328
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.21402
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.18645
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.16054
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.13627
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.11362
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.14342
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.60407
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.57459
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.54769
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.52333
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.5015
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.48218
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.46537
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.45104
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.43919
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.42981
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.42289
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.36359
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236722
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469142
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7206
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993483
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290595
Ë(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615258
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971263
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352888
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.771775
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84981
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3987
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99395
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.16503
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.13603
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.1087
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.08302
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.10576
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.14782
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.19175
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.4776
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.4484
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.42175
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.39763
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.37602
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.3569
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.34027
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.3261
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.31439
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.30513
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.29831
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.23951
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225177
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456668
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707084
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978787
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274563
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597704
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951203
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.33034
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746831
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208607
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36406
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95514
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.13534
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.17194
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.21033
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.25055
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.29263
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.33661
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.38252
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.35548
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.32655
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.30014
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.27624
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.25484
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.23592
¯(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.21945
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.20544
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.19387
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.18472
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.17801
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.11969
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213624
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444185
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69356
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964088
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258531
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580153
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931173
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307858
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721967
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.180968
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32964
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91654
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.32305
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.36149
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.40178
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.44394
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.48802
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.53405
(432.70, 14.48, 317.63) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.58208
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.23757
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.13705
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.111
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.08743
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.06633
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.04767
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.03144
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.01764
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.00624
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.99726
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.99582
(432.70, 14.48, 317.63) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.01944
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202059
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431695
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680028
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949382
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.242496
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562601
(432.70, 14.48, 317.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.911172
