¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
˜ (441.93, 14.52, 257.48) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.057186
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.08519
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06899
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.05566
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.04519
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246722
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4533
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666255
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894528
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140077
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404947
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691406
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014117
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370544
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76153
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187115
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636762
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12441
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67509
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30672
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00386
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78501
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65476
Á(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40655
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65904
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.737
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25388
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43828
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40698
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.37867
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.35333
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.33093
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.31146
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.29492
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.28127
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27052
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.867442
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459421
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672539
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901288
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147377
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412828
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699912
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023827
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381175
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77323
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19932
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650244
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13552
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68822
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32544
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02495
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80271
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67502
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46987
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70868
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83056
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36043
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.67532
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.64347
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.61464
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.58883
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.56599
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.54612
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.52921
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.51523
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.50419
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872837
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067464
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678929
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90815
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154774
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420807
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708578
¿(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033657
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39194
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785019
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211742
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661168
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14685
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70161
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34442
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04643
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82084
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69574
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55894
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75927
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92649
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46899
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.92123
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.88881
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.85945
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.83313
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.80984
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.78955
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.77225
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.75793
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.74657
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878278
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073297
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282669
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915134
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162291
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428925
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717326
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043532
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40276
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796944
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22431
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671655
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15844
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71517
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35988
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06821
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83939
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71691
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67009
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8108
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01574
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57965
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.99181
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.14341
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.11349
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.08665
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.06288
¶(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.04214
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.02444
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.00975
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.99807
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883764
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079179
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.288991
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922184
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169868
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437123
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72624
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053555
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413704
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808947
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237104
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682356
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17027
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72891
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37535
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08579
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85833
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73858
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73383
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86328
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07244
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83055
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.71482
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.77268
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.83386
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34982
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.32554
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.30435
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.28622
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.27115
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25912
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889296
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085111
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295365
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515306
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177635
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44545
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735263
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063634
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424749
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821115
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250074
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693296
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18238
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74286
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39109
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10284
²(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87768
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76072
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77987
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91437
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1304
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12767
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.44818
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.50426
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.56357
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.62311
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.5983
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.57661
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.55804
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.54257
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.53018
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894872
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091089
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301791
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52107
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756446
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453904
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744398
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073784
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435869
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833372
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260468
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704437
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19474
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75702
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40701
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12029
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89747
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78336
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82649
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96543
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18959
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.27254
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.23886
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.24579
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.30336
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.907
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.88164
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.85945
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.8404
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.8245
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.81173
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900491
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097115
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307887
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526915
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762745
´(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017345
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753689
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084057
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447121
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845699
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270791
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715807
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2073
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7714
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42321
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13806
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91764
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80644
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86156
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01752
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2501
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44365
(442.14, 14.44, 258.28) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.45327
(442.14, 14.44, 258.28) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 21.95678
(442.14, 14.44, 258.28) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 21.24568
(442.14, 14.44, 258.28) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 21.0464
(442.14, 14.44, 258.28) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 20.98526
(442.14, 14.44, 258.28) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 21.03127
(442.14, 14.44, 258.28) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 21.19736
(442.14, 14.44, 258.28) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 21.51977
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906153
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103188
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313399
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53284
