¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(326.51, 7.70, 373.53) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.929384
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61381
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61947
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89694
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.02613
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.84903
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.79436
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.77824
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.88762
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.14541
(327.37, 7.88, 373.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 19.68348
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.419407
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.552064
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.693653
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.84508
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.004622
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.173072
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.354086
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.549083
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759714
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987894
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235868
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506283
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802274
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127595
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.486771
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885304
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329965
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.82917
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393516
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03653
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77577
³(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63445
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64387
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92852
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.00714
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.83045
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.78037
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.76428
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.8772
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.14473
(327.37, 7.88, 373.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 20.08668
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.422137
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.554974
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.69676
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.848404
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.008416
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.177142
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.35846
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.5538
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764811
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99342
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24188
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512845
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809465
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135509
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495522
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895034
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340846
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841417
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.407403
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05241
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7941
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65585
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66918
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96126
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.99071
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.81437
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.76876
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.75269
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.86916
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.14649
(327.37, 7.88, 373.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 19.22506
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.424949
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.55797
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.699959
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.851827
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.012337
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.181347
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.362981
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.558671
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770077
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99913
¹(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248091
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519626
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816898
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143692
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504573
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.905097
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352099
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.854086
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.421771
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06884
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81308
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67801
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6866
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99521
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.9768
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.80075
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.75953
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.74347
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.86348
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.1507
(327.37, 7.88, 373.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.62834
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.427841
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.561052
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.70325
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.855348
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.016383
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.185687
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.367647
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563701
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775515
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005026
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254505
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526629
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824576
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152144
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513923
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915493
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.363729
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.867181
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.436625
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08583
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8327
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70092
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71584
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03034
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.96541
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.78961
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.75266
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.73991
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.86016
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.15735
(327.37, 7.88, 373.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 19.05835
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.430815
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.56422
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.706633
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.858969
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.020555
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.190162
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372459
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568889
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781124
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011109
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261123
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533855
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832498
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160866
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523572
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926226
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.375735
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8807
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.451965
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10339
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85298
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64001
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74607
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06671
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.95653
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.78092
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.74814
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.73896
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.8592
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.16646
(327.37, 7.88, 373.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 19.51173
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.433869
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.567476
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.710109
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.862689
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.024854
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.194773
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.377418
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574235
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786904
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017377
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267943
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541305
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840663
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169858
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533522
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937293
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388119
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.89465
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.467793
Å(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1215
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87392
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66641
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7773
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10425
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.95016
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.77468
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.74599
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.74033
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.86059
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.17802
(327.37, 7.88, 373.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.10644
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.437004
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.570817
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.713677
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.866508
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.029279
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.19952
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.382522
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579739
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792854
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023831
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274968
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.548976
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849075
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.179122
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543773
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.948699
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400883
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.909029
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.484115
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14018
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89551
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69364
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80955
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14307
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.94628
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.77088
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.74619
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.74403
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.86435
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.19205
(327.37, 7.88, 373.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.63994
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.440219
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.574245
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.717339
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.870426
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.03383
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.204402
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.387773
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585401
º(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798977
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030472
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282196
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55687
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.857733
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188658
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554327
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.960441
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.414027
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.92384
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.500929
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15944
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77019
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72168
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84278
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18307
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.9449
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.76953
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.74875
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.75005
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.87046
(327.37, 7.88, 373.32) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 16.20856
(327.37, 7.88, 373.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 19.20867
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.443515
