¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ö (381.46, 10.65, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04882
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.528872
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.764138
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.028261
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.338062
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330214
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787789
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299957
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877141
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53234
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28875
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19409
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42401
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95092
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.641047
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.781464
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.931399
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.091829
Ó (381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.263859
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.448762
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.648003
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.863275
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.096551
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.33003
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.550021
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.786902
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.048426
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.3601
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363941
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821251
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337548
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9196
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58074
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35501
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2685
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53521
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87878
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.649074
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.79002
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.94054
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.101615
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.274358
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.460054
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.66018
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.876442
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.110837
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.350148
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.571627
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.810168
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.069005
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.382596
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398429
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855318
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375801
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962872
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63004
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42279
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34439
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.633
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80795
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.657205
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.79869
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.949803
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.111531
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.285
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.471502
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.672526
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.889797
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.125325
Ş (381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.370691
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.593695
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.833934
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.093441
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.405549
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433469
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892018
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41469
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00687
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68024
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49184
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42179
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65663
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73838
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.665441
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.807472
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.959187
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.12158
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.295784
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.483104
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.685041
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.903337
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.140017
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.391662
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.616227
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.858208
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.119665
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.428963
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469013
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929471
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454276
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05167
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7417
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56231
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50067
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68119
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67006
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.67378
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.816368
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.968693
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.131759
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.306711
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.494862
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.697728
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.917064
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.154917
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.413066
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.639229
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.882996
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.146452
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.452844
Á (381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505138
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967644
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494492
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09727
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80848
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63415
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58113
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70675
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68086
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.682225
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.825375
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.97832
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.142071
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.317781
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.506776
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.710584
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.930976
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.170021
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.430145
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.662708
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.908305
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.173809
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.477195
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540071
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006467
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535458
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14367
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87644
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70738
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6796
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73328
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70805
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.690772
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.834494
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.988068
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.152513
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.328993
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.518844
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.723609
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.945077
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.185332
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.446826
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.686667
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.934136
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.20174
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130741
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575506
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045918
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577087
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19088
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94561
¼ (381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78206
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78026
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76076
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73649
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.699424
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.843724
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.997936
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.163086
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.340348
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.53107
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.736806
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.959363
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.200848
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.463735
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.711112
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.9605
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.230257
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164572
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611487
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086057
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619427
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24535
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01597
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85819
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82793
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78927
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76633
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.70818
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.853066
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.007926
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.17379
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.351846
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.543449
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.750173
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.973837
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.21657
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.480874
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.736047
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.987397
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.25936
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198908
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648075
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126878
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663376
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30717
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0876
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93582
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85344
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81878
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79742
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.717038
Ğ (381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.86252
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.018034
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.184625
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.363484
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.555984
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.763708
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.988497
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.232498
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.49824
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.761475
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.014839
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.28906
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233732
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685278
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168402
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710016
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16048
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01496
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87979
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84929
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82989
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.725998
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.872085
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.028264
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.19559
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.375265
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.568673
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.777414
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.003345
