¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 15.51038
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.714849
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47794
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28759
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36615
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51205
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76754
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28108
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83137
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44461
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75827
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23371
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734674
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017444
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328079
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.680025
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071389
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536983
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025751
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.661402
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38557
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19462
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26506
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31347
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61591
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12783
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71584
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30823
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57506
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03207
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714452
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995098
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303586
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651481
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040652
Ô(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.495187
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985977
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.608009
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29367
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11631
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06604
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19507
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46624
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9761
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60136
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15578
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3956
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83421
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79901
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694203
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972705
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279043
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622838
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009862
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.453259
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946207
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.554032
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20227
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03835
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96136
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07782
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31852
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82585
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42908
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99995
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21973
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63993
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54554
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673932
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950269
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254455
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594106
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979028
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.411212
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906452
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.488553
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13395
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96078
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86475
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96172
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17276
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67712
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24877
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84711
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04745
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4493
Ç(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32124
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653646
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927797
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229828
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565295
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.948163
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369067
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866726
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.423182
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07332
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8836
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75495
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84678
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01613
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52991
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07115
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69726
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90485
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29065
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10139
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633347
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905295
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.205171
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.536412
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917272
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.326837
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827034
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.357942
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01287
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80683
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64182
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73301
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86709
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37428
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89612
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57915
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80215
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17371
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8859
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613039
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882764
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180485
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507468
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.886364
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.291043
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.787389
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.292853
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.952607
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.712
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55302
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55558
Õ(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73332
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19337
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75156
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41127
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70108
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05873
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67471
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592728
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860215
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155779
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.480344
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855445
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256751
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747794
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.244691
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892547
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60694
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46485
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44522
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60117
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0349
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6181
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24637
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60169
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94567
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.481
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572416
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837651
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.131061
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453228
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823978
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222471
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708166
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.200409
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.832711
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51229
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3773
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33593
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47064
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89451
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48584
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08444
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47856
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83453
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33219
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552111
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815077
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106331
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426109
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791777
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188211
Ó(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.660165
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156229
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.773108
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44398
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29041
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21675
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34175
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75529
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33447
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9254
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2952
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70819
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16896
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531813
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792496
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081598
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398996
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759555
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15398
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61218
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.112166
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.704144
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37601
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20418
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10478
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21446
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61728
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16867
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76914
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12635
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5679
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00896
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511529
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769916
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05687
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371896
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727322
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119787
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564231
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068228
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.630096
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30841
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11863
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00471
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06945
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48044
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00507
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61573
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9829
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41284
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85208
Ë(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491261
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747341
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032146
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344813
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695086
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085637
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516329
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024424
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.55644
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24117
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01323
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90556
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94506
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34487
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84359
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48703
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84165
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24832
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69834
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85586
