¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (379.83, 15.73, 278.23) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.15759
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70977
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52742
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39671
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4009
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49801
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64739
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62809
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921072
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.247721
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570038
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921668
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.327102
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.726586
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16341
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66226
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18592
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76853
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99722
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72015
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53708
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39992
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40454
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51209
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70769
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69512
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942893
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253962
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576806
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939564
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332444
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.732418
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17267
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67084
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1954
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77943
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01197
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73052
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54696
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40319
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40826
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52638
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74533
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76369
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.961389
ß(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26013
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583493
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.957321
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.337743
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738202
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19585
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67939
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21103
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79032
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02682
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74094
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55694
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40657
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41206
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54094
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76066
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83383
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967024
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266221
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.59252
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974934
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.342997
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743938
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21021
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6879
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22628
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80119
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04181
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75126
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56718
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41506
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41599
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55578
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7764
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90561
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972586
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272234
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608464
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.979824
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.348206
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.756321
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21791
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69637
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23607
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81204
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45221
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76368
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57753
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42673
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42002
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56992
Ö(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79259
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97901
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978074
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.278168
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624264
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.984568
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.353367
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.776979
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22557
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71323
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24583
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82287
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46428
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78053
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58807
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43856
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42413
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57465
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80922
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05405
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983487
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285965
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639918
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.989266
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.358479
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795785
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2332
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73287
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25558
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83368
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47633
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79753
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59881
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4506
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42827
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5794
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82623
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13076
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.988825
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300163
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.653612
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99392
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.371996
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802713
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24079
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74169
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26531
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84446
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49362
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81463
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60969
Ñ(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46284
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43256
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58433
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84373
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20918
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994088
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314219
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.657864
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99853
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.390427
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.809606
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25734
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75048
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27501
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85522
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5058
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83145
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62078
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47528
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43845
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58932
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86159
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.99975
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328125
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66207
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.003093
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408733
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.816458
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27721
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75925
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28469
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86595
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51515
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84161
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63201
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4879
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45269
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59443
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87987
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.012385
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341879
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666232
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.016129
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.420763
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.82327
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28998
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76799
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29433
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88941
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52454
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21656
Í(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64338
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50069
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46717
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59963
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89578
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.024876
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.354795
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.67035
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.032575
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.426966
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.838278
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29791
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7767
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30395
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91156
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53396
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22709
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65499
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51374
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48192
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60495
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90239
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037216
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358561
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674419
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048896
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.43313
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.856002
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30581
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78539
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31758
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92008
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54342
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23765
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66674
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52691
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49685
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61037
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90931
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.049406
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.362282
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.685657
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065083
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.439252
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873615
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31369
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79404
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3408
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92862
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55291
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24825
Ë(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67865
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54027
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51201
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6161
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91647
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.06144
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365962
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700335
(379.83, 15.76, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.073833
