¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84946
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.0364
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.02241
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.01127
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.00298
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.99753
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.99492
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.94357
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612435
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837596
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079694
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340706
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622893
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928845
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261721
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625049
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023281
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461506
²(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945996
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44231
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95799
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34945
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7717
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22854
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73742
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34093
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70733
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.71241
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.79904
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.9184
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.896
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.87646
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.85978
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.84594
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.83492
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.82673
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.82136
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.81879
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.76795
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611478
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836547
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078599
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339531
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621597
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927454
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260169
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623413
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021433
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459471
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9438
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45253
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91928
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30781
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72684
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18001
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67157
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26119
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04589
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.61846
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.70392
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.74719
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.72502
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.70568
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.68917
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.67547
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.66458
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.65649
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.65118
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.64866
¤(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.64892
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610541
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835572
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077512
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338365
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620334
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926098
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258699
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621752
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019657
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457512
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941607
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46297
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88148
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26722
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68309
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13272
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62029
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18328
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39667
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.52778
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.61213
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.58177
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.55981
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.54067
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.52432
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.51077
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.49999
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.49199
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.48675
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.48427
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.48455
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609647
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834592
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076438
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337206
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6191
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924755
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257256
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620188
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017914
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455589
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939478
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47368
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84465
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22762
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64042
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08659
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57029
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10712
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.49891
¹(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.4403
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.52358
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.42202
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.40026
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.3813
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.36512
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.3517
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.34104
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.33312
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.32794
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.32551
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.32581
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608756
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833628
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075435
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336097
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617917
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923447
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255813
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618599
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016184
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453681
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937375
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44483
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80565
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18627
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59643
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03969
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52015
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04254
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.39969
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.35593
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.43818
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.26768
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.24613
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.22735
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.21132
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.19803
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.18748
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.17965
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.17453
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.17213
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.17245
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607883
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832679
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074423
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334996
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616744
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922154
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254414
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617105
³(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014524
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45183
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935337
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39804
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76561
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14323
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55009
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98966
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46591
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02916
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.30423
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.2746
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.35587
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.1186
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.09725
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.07863
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.06275
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.04959
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.03914
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.03139
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.02633
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.02398
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.02431
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607035
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831764
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073441
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333944
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61558
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920936
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253078
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615586
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012859
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450033
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933322
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35221
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72262
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10126
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50491
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94085
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41307
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09764
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.21242
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.19624
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.27658
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.9746
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.95343
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.93498
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.91924
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.90621
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.89585
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.88818
¥(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.88319
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.88086
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.8812
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606187
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830884
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072469
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332901
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614445
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91969
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251721
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614141
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011265
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44827
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931393
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30731
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67439
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06028
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46083
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89328
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36155
(322.02, 7.44, 368.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16669
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.12417
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.12079
(322.02, 7.44, 368.30) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.20022
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.83554
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.81456
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.79627
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.78067
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.76775
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.75749
(322.02, 7.44, 368.30) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.7499
