°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
∏(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.3643
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81015
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55063
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21811
(328.94, 7.67, 368.80) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.14669
(328.94, 7.67, 368.80) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.15714
(328.94, 7.67, 368.80) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.23559
(328.94, 7.67, 368.80) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.97692
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.932
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.50388
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.3187
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.30494
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.29484
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.37775
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.73776
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.75684
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.77866
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.81173
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05747
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274129
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507856
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760723
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035123
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333882
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660338
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018452
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413052
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849859
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313107
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917299
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25728
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93892
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69213
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27451
(328.94, 7.67, 368.80) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.41799
(328.94, 7.67, 368.80) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.38663
(328.94, 7.67, 368.80) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.35726
(328.94, 7.67, 368.80) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.91475
(328.94, 7.67, 368.80) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.7204
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.62739
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.67451
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.87788
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066218
£(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283539
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518021
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771728
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047082
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346949
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674611
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034197
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430392
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869104
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335154
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628495
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942391
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37288
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0708
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82057
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33225
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89225
(328.94, 7.67, 368.80) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.92332
(328.94, 7.67, 368.80) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.89925
(328.94, 7.67, 368.80) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.8772
(328.94, 7.67, 368.80) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.80405
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.77263
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.68848
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.65037
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.44722
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.38395
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07493
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292944
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528166
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782751
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059078
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360018
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688962
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049932
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447781
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888426
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357843
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65269
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968274
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49115
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20595
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87474
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39134
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95695
(328.94, 7.67, 368.80) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.06675
(328.94, 7.67, 368.80) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.04237
(328.94, 7.67, 368.80) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.02001
(328.94, 7.67, 368.80) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.8885
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.66492
(328.94, 7.67, 368.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.60058
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083686
◊(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302342
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538345
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793767
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071051
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373075
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703279
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065682
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465202
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907756
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381225
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677638
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99498
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61214
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34213
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93016
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45182
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02324
(328.94, 7.67, 368.80) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.84683
(328.94, 7.67, 368.80) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.82094
(328.94, 7.67, 368.80) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.7972
(328.94, 7.67, 368.80) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 17.72024
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.160303
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.23485
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405997
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589958
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787776
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001036
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231579
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481549
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753461
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050286
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384233
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762764
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174871
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.630813
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.142969
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.773104
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49214
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24297
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00394
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88251
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8636
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76889
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25462
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5239
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77317
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52287
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16618
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31519
(328.91, 7.66, 368.75) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.03871
(328.91, 7.66, 368.75) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.01575
ü(328.91, 7.66, 368.75) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.99643
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.068108
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.249001
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400728
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584301
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781689
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994468
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224472
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473834
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74506
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041102
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377682
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75502
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162912
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61745
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.134887
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.763849
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47189
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20391
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95936
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83071
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91881
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98995
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39813
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30165
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89972
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71273
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45038
(328.91, 7.66, 368.75) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.1289
(328.91, 7.66, 368.75) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.12483
(328.91, 7.66, 368.75) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.59822
(328.91, 7.66, 368.75) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.57885
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.063537
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.293822
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.395538
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.578731
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775694
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988001
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217474
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466239
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736788
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032063
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371226
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744405
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15112
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604277
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126887
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.754691
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45189
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16555
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91559
√(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78006
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97586
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21823
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85987
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41899
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10357
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90915
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8668
(328.91, 7.66, 368.75) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.20261
(328.91, 7.66, 368.75) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.17669
(328.91, 7.66, 368.75) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.15444
(328.91, 7.66, 368.75) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.13582
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.059034
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.339943
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390429
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573247
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769793
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981635
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210587
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458766
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728652
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024341
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364867
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73394
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139498
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591295
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.118972
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.74563
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43214
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12789
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87263
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73053
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58913
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42619
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97267
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5401
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31436
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11228
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33666
(328.91, 7.66, 368.75) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.77642
(328.91, 7.66, 368.75) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.75134
(328.91, 7.66, 368.75) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.72986
(328.91, 7.66, 368.75) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.71195
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.054654
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.21254
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438969
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567851
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763987
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975372
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203812
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451414
∂(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720646
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01866
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358589
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723627
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.128045
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578507
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.111141
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.734488
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41263
