¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.146
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204637
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522455
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820732
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13988
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48211
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84987
„(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25052
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76281
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32587
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94758
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47939
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96171
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5849
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24164
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75003
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.296
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88048
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38761
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88762
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4425
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03582
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06196
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859959
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156887
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478401
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843164
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263815
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576529
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878448
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20163
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5483
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91183
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29735
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84286
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41405
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04515
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56746
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05636
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63783
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29934
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81178
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36221
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95502
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50809
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03676
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60119
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24072
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27227
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912134
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213282
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539592
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897361
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323473
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631544
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937248
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26456
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6025
…(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95326
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34194
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92437
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50383
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14462
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65757
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15336
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69204
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35888
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87549
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43058
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25846
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65283
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19057
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76501
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.468
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5045
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4943
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964831
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270375
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601601
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961905
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383648
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687546
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997063
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31194
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64196
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99549
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38697
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00496
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59528
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24594
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74992
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25277
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79608
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42031
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95575
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76297
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46285
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85828
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34925
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93405
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70295
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7655
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40027
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87261
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018188
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328156
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664372
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030324
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444277
‚(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744527
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03854
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34961
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68222
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03861
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43238
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05562
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68839
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3492
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84447
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35463
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90607
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.521
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28185
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12385
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67426
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07975
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51289
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10853
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94599
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03434
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4558
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77894
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27049
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78661
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072119
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386619
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72796
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099681
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503912
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780855
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07453
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38799
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72325
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08255
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47824
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10671
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78321
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45442
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94132
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45898
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82996
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62276
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49811
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89302
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30901
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74762
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28864
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19742
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19942
†(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00582
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68939
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1772
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68932
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12669
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445771
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792326
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169956
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494715
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815308
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11122
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42714
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76508
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12741
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52446
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15832
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86797
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55361
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0405
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56695
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14222
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09189
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97942
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71429
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11949
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54646
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99694
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47454
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36927
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36978
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16098
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23941
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08819
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5965
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181858
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505635
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857468
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173424
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485722
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821564
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14858
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46701
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80773
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17313
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57112
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21037
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92645
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64803
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14294
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68266
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26757
‚(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31566
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3529
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93801
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35392
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79245
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24494
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68911
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52883
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54557
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32141
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0887
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00333
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61742
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237594
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566174
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874672
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165246
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47692
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812096
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1734
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50765
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85121
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21972
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61814
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26292
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98553
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74537
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25277
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80128
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39613
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54533
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74436
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16953
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59673
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00256
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42235
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92362
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69333
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72693
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48727
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26628
(367.20, 9.91, 323.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08406
