¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.15282
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778354
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998226
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236458
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49124
¹(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767057
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068455
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9363
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326837
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772678
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270413
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829569
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44924
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13335
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96688
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.15771
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.13203
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.11152
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.09778
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.0902
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98287
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.9737
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.96617
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.76631
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.04508
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.8807
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.037505
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.200809
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375885
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564018
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766688
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985609
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222212
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474158
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748435
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048078
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913351
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299598
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742361
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236486
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791304
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40939
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08798
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91705
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82657
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.14243
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.12416
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.11041
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.12916
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98157
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.9724
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.96488
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.61584
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.04365
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.8348
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.028824
›(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191517
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.365915
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553297
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755126
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973109
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206648
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457259
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730016
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027928
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890659
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272638
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71236
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202916
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753558
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37005
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04341
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86788
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76999
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.2523
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.23613
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.22168
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.20893
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98191
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.97274
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.96521
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.46945
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.04402
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.83514
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.02022
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.182307
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.356036
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542673
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743674
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960726
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19125
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440545
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711803
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008008
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868238
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247896
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682715
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169765
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716243
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33126
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00144
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81935
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71442
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.25432
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.23815
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.2237
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.21096
‘(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98389
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.97471
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.96719
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.327
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.83709
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.011691
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.173179
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.346244
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532146
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732327
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947336
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17602
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424011
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693792
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988315
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311089
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223522
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653411
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137007
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679368
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29183
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95999
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77143
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65993
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55301
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.13066
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.11579
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.10341
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98751
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.97833
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.9708
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.18834
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.84066
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.003238
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.164134
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.336544
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521718
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721088
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933413
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160959
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407663
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675987
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968852
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289727
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199427
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624408
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104625
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642963
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25058
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91907
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72414
¤(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.1717
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.14508
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.12203
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.10717
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.09717
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.99277
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98359
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.97606
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.05336
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.7046
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.84585
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.994862
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.155173
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.326934
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.511388
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709958
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91964
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146063
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.391498
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658385
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949615
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.268621
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175684
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595786
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072605
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606986
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20984
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87866
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67749
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.1682
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.14105
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.11623
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.10023
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.09259
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.99969
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.9905
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98296
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.97707
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.58409
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.852
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.85267
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.986564
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.146295
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.317417
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50116
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697512
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906021
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131336
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375519
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640989
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930609
¹(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24777
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596639
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567469
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041001
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57146
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16968
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83874
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.20665
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.17313
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.14148
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.11706
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.09993
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.09207
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.00825
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.99906
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.99151
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98562
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.3728
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.86045
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.86112
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.978344
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137502
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.307991
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.491031
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685024
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892553
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116775
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359723
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623797
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91183
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.227178
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574092
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5395
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009761
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536386
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79933
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.21344
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.18017
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.14877
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.1244
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.10495
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.10041
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.01848
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.00927
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.00172
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.99582
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.16907
(397.04, 14.25, 245.60) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.87054
