¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(332.08, 7.24, 374.33) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.36636
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477349
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894402
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356098
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86992
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44505
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08389
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78211
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61011
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.80158
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.63321
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.60932
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.5885
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.64781
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.74558
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.04566
(333.58, 7.27, 374.43) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.5274
(333.58, 7.27, 374.43) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 19.44501
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.19772
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.02058
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.01816
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.2174
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996568
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211153
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442661
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693132
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96495
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260909
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105019
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484159
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901955
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364451
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879245
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45552
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09511
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79482
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61718
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.87806
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.70783
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.67724
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.65631
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.71246
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.81132
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.1076
(333.58, 7.27, 374.43) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.64153
(333.58, 7.27, 374.43) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.8625
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.92932
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.77217
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.7697
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.97332
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000099
•(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214957
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446772
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697588
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969793
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266192
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111198
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490967
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909451
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372816
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888539
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46599
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10636
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80757
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62416
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.9577
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.78552
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.74781
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.72676
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.77952
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.87952
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.17162
(333.58, 7.27, 374.43) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.83831
(333.58, 7.27, 374.43) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.31506
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.67124
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.5329
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.53038
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.73807
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003613
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218742
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450861
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702021
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974613
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770648
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117353
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497746
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916952
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381107
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897776
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47639
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11763
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82035
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63103
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.04059
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.86638
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.8211
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.79993
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.84905
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.95024
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.23777
(333.58, 7.27, 374.43) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.27434
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.95805
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.42297
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.30234
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.29978
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.51125
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007107
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222508
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454931
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706431
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979408
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776284
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123485
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504471
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924373
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389354
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907019
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48674
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12896
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83316
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63784
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.12682
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.95048
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.89717
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.87587
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.92111
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.02355
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.30609
(333.58, 7.27, 374.43) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.13192
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.62647
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.18405
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.08011
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.07751
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.2925
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010583
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226255
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458981
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710819
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984179
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781819
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129564
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511171
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931772
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397564
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916182
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49706
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14029
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.846
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6492
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18833
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.03793
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.97609
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.95467
”(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.99577
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.0995
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.37664
(333.58, 7.27, 374.43) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.1798
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.31003
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.95406
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.86584
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.86336
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.08148
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.014039
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22998
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463005
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715183
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988923
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787368
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135626
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517823
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939127
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40574
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925328
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50731
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15163
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84674
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61645
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20309
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.12882
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.05795
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.03639
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.07308
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.17817
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.44945
(333.58, 7.27, 374.43) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.71806
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.00782
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.73257
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.6592
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.66465
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.87786
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017475
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233683
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467008
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719522
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473778
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792849
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141668
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524485
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946434
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413879
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912066
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46537
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08294
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75185
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50863
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22515
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.22327
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.14282
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.12113
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.15313
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.25962
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.52458
(333.58, 7.27, 374.43) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.24059
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.75157
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.51921
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.45985
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.47281
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.68132
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02089
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237365
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470986
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723834
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478805
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798318
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147664
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53107
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953764
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349242
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838218
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38286
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99306
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65854
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40278
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24824
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.32137
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.23079
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.20895
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.23596
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.34392
(333.58, 7.27, 374.43) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.60208
(333.58, 7.27, 374.43) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 19.78716
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.54068
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.31363
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.2675
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.28757
(333.58, 7.27, 374.43) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.4916
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024284
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241023
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474941
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728121
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483778
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803779
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153589
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537609
(333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960989
 (333.58, 7.27, 374.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283706
