¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95824
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67054
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19625
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151281
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424334
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71762
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033497
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374548
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728657
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11178
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53888
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97946
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41565
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88603
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38151
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8922
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46142
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11214
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80445
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70545
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90958
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67888
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27264
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138078
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410172
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702374
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017039
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356794
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711679
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09335
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51081
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95775
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39076
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85902
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35844
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86712
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43759
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08587
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79469
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67851
ˆ(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86136
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64048
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34484
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124918
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396054
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687243
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000722
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339126
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694827
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07512
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48807
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93637
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36637
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83248
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33594
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84272
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41434
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06031
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77386
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65197
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81343
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57502
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40964
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111902
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382057
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672171
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984509
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321614
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678174
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05709
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46847
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91502
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34239
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80644
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.312
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81892
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39175
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03538
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74635
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62589
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76579
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50929
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46692
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096827
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368147
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657204
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968396
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304185
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661701
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03921
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44904
„(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89236
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3189
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78088
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28412
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79581
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36975
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01117
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71955
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59606
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7264
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44331
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51651
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078533
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35433
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642386
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9524
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286924
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645371
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02154
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42982
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86922
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29805
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75581
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25679
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77336
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34837
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98763
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69351
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56124
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69732
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37707
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55835
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060196
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340617
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627651
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936529
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26976
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629248
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00407
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41085
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84642
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27937
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73183
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23002
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75157
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32759
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96475
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66821
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52683
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66867
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32162
…(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59231
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04189
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327011
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613012
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920779
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252748
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611897
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986782
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39206
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82395
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26117
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71208
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20378
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7304
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30738
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94253
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64366
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49596
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62965
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27141
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61839
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023648
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313495
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598506
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905139
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235856
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593603
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96968
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37351
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80185
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24339
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69276
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1815
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71152
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28778
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92098
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61985
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47585
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59097
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22116
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47464
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00539
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300077
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584097
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889627
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219116
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575444
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952781
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35515
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78003
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22604
†(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67394
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16103
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69417
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26882
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90013
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59677
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45634
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55286
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16981
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03294
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987115
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281463
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569796
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874225
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202481
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55745
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936094
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33702
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75859
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20463
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6556
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14103
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67411
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25043
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8799
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57444
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43742
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51528
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10107
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68061
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969842
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261808
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555592
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858965
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186005
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539609
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919602
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31909
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73744
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18162
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63772
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12156
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65398
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23265
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86033
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55282
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41906
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47824
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03243
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4426
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954274
†(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24292
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541534
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843787
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16965
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521917
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903298
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30141
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71663
(424.09, 9.24, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15903
