¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.12193
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13141
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33335
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55557
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78791
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03098
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28549
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55223
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86896
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30989
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78207
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28883
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09874
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.30285
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.30689
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31427
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31476
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32881
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.34623
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37019
¿(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049238
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426579
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838283
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19688
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52278
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87199
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24681
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65025
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9824
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17222
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37004
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58421
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81769
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06197
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31778
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5859
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90313
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3463
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82097
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33051
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1486
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36371
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36785
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37532
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37588
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39005
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.40759
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4285
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047401
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424566
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850784
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2317
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56006
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91187
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28968
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69642
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02321
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21448
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4138
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62164
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84886
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09443
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35159
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62115
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93866
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38421
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86153
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37395
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19853
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.42824
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43246
Â(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44004
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44068
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.45498
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47265
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045312
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436993
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868237
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25722
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59782
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95235
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33316
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74325
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06544
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2582
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4591
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66863
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88726
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12837
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38698
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65806
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97562
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42367
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90371
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41916
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24844
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.49647
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5008
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.50848
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.50921
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52364
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.54144
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057447
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452652
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885451
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27979
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63613
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99343
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37728
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7908
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1091
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30341
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50594
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71719
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93766
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16792
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42391
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69659
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01403
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46465
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94753
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46617
À(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27297
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.55813
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.56255
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57035
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071493
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468044
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902376
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30261
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66481
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03507
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42208
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83908
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15421
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35013
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55437
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76741
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98978
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22203
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46479
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73679
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05388
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5072
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99306
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49082
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2573
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63392
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63845
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085334
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483173
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918998
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32567
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68966
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07732
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46752
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88803
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20085
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3984
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60441
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8193
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04365
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27797
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52293
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77923
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09523
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55048
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00778
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49711
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02193
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71358
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71823
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098927
º(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498039
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935306
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34899
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71476
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10901
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51359
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93775
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24896
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44827
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65608
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8729
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09929
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33578
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58303
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84179
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12876
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5574
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01513
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50496
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03033
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79719
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.80197
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11223
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51258
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951325
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37257
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74008
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13636
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56034
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9882
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2986
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49969
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70941
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92823
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15672
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39548
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61995
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82861
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04584
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56565
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02395
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51438
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04041
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.88482
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.88972
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12526
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526878
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967008
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39639
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76576
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16401
ı(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5947
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03934
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 10.0334
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.88795
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.748088
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.613556
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.484076
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.359409
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.239347
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.123667
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.012173
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39138
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03427
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5254
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05221
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.97652
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.98157
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.99004
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138041
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.968335
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.836769
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.710292
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.588645
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.471601
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.358929
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.330247
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.31819
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.307405
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.327126
(417.13, 13.26, 329.02) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.351266
