°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(337.68, 7.64, 327.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95859
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99006
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43924
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57355
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12136
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.99133
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60062
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.412526
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.474335
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.538961
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.606585
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.883358
∂(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584077
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.596831
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.571588
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.547634
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.54764
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.604166
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.662698
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.723299
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.871721
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.090659
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9953
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50389
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58034
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12948
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00124
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61369
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.399974
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.461267
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.525346
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.592389
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278904
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.539007
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.512743
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.487774
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.464081
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.480543
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.535869
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.593161
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.652483
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.824363
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.040524
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00054
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5723
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58715
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13764
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.01118
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62678
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.387724
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.448517
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.512065
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.578544
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277945
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.457575
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.43159
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.406888
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.383447
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.415514
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.469689
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.525793
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.583886
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.778214
«(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.991687
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.671524
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65293
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59398
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.14582
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.02115
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63993
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.375773
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.43608
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.499113
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.565043
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279235
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.378972
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.353256
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.328813
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.305614
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.352484
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.405555
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.460519
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.534377
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.733248
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.31296
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.196977
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.835308
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.37304
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15402
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03115
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65314
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.364118
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.423954
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.486485
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.613497
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280609
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.303087
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.277633
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.253436
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.241189
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.291395
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.343405
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.397275
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.492888
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.689441
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.11255
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.189746
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.554502
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.49777
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.64962
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.76481
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66634
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.352756
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.412133
Á(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.474178
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.770849
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.256279
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.229812
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.20461
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.180652
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.182959
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.232179
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.283172
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.335991
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.452461
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.646766
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.69313
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.60504
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.289097
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.17769
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.25612
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.59229
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.29082
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.341681
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.400614
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.462187
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007743
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.185259
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.159049
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.134091
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.110365
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.126508
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.174779
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.224796
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.276608
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.413072
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.605202
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.98171
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.93451
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.388532
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.1328
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.007
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.13287
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.70124
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.330894
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.389394
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.45051
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009026
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.116669
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.090706
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.065984
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.042481
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.071782
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.119146
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.168224
’(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.219068
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.374704
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.564728
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.93022
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.176312
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.622055
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.40586
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.33052
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.43758
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.78667
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.46663
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.320388
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.378469
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.43914
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010324
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286204
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585839
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91242
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248926
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.294553
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.0903
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.1134
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.163316
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.337339
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.525322
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.62333
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.174582
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.867558
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.69412
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.67372
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.85299
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.29967
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.310161
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.367836
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.461494
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011607
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287599
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587353
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913322
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.245368
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.219249
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.194513
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.171143
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.165589
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.300951
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.48696
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.200497
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.8874
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.68687
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.62889
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.75513
õ(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.12524
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.4203
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.300211
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.357491
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.591528
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012903
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288981
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58886
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912413
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.172396
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.146503
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.121984
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.082745
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.946124
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.267538
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.454741
(337.67, 7.56, 329.87) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.18243
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0482
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23329
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64912
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21189
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10173
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.43294
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.290534
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.347433
(337.67, 7.56, 329.87) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.728741
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014187
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290354
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590375
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911588
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.101902
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.07623
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.05192
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.994528
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.860616
(337.67, 7.56, 329.87) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.393909
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10844
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03096
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05355
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2395
(337.67, 7.56, 329.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7361
