¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(332.28, 7.38, 364.64) (337.69, 1.16, 384.09) (0.81, 2.16, 0.81) Human 7.538774
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99743
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.60643
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.57898
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.55436
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.53258
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.5136
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.49743
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.48403
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.47342
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.46556
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.46048
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705629
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902805
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114212
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342714
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590778
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860102
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153488
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473099
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359634
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761375
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205151
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697802
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24777
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86556
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56452
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36153
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2786
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28789
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39299
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64739
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99681
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.79326
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.76545
‹(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.74051
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.71843
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.69919
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.68277
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.66917
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.65837
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.65036
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.64514
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712295
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909971
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122294
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351117
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599887
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870008
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.164299
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485231
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371188
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774103
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21926
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713486
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26533
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88541
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58703
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38726
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30843
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29665
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40317
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66233
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99703
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.98676
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.95858
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.9333
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.91091
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.89139
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.87472
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.86089
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.8499
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.84173
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.83638
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71898
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91716
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130407
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359791
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609027
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879949
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175149
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497984
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382831
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786953
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233475
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729321
©(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28305
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90534
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60969
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41327
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33847
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31538
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41377
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66321
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99806
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.18718
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.15861
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.13298
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.11027
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.09046
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.07353
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.05947
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.04828
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.03994
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.03444
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725685
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924368
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138284
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368588
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618196
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889922
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186035
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509913
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394541
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799848
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247758
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74521
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30087
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92548
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63254
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43943
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36437
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35188
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45304
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63416
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99569
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.39481
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.36585
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.33985
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.3168
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.29668
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.27948
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.26518
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.25379
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.24527
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.23962
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732407
õ(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931598
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146079
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377417
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627392
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899927
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196957
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.521884
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406349
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812876
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262155
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761245
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31885
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94573
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65557
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4658
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38701
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38891
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49603
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56995
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92047
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.60995
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.58058
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.5542
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.5308
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.51037
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.49288
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.47833
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.46671
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.458
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.45221
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.739148
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938846
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153893
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386091
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636741
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909961
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207913
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533894
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418174
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825921
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276654
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777372
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33692
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96613
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67869
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49236
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4099
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42649
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53972
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54869
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84664
˜(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.83293
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.80312
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.77634
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.75258
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.73182
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.71404
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.69922
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.68737
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.67847
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.67251
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745903
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946112
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161728
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394562
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646375
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920026
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.218904
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058462
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430107
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839111
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2912
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793618
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35511
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98664
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70206
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51914
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43302
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46462
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57262
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53038
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77422
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.06408
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.03381
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.00661
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.98247
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.96136
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.94328
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.92819
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.9161
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.90699
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.90086
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752674
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953395
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169584
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403057
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655927
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930118
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229925
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069397
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44211
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852308
¦(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305882
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80995
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37342
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00731
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72555
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54609
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4564
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50336
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5573
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51311
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7032
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.30375
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.27301
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.24538
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.22084
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.19937
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.18096
