¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193966
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998111
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358243
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753695
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085407
Á(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.058532
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.154958
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3075
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.17079
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47749
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.45768
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.4395
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.204173
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.031644
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.970568
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.3828
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.37259
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.36394
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.35685
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.35131
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.34732
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.351418
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519364
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69902
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891703
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09881
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321973
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558927
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80677
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075185
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366777
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678224
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008348
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369459
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766025
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118998
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.114794
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.162892
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.067214
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.077779
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.53749
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.51753
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.49921
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.48252
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.033906
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.025708
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.44207
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.43176
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.42303
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.41587
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.41027
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.40623
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354792
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.522938
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702849
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895813
·(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103222
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326748
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56662
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815075
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084212
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37654
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687887
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018854
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380975
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778708
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160081
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.173051
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.171011
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.955767
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.088527
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.59977
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.57967
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.5612
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.100356
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.09111
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.968523
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.911817
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.49319
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.48438
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47714
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47148
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.46738
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358204
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.526566
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706759
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899997
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107718
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331601
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573529
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823559
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093374
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386559
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697737
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02968
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392818
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795523
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202055
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.233374
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.217202
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.848788
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.68635
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.66441
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.64415
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.170033
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.159711
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.59324
´(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.57953
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.859744
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.80188
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.54804
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.54072
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.53499
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.53083
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.361665
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.530288
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710742
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904271
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112338
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336567
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578885
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832211
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102744
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396748
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707968
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040785
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404974
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816072
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244986
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.295846
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.279471
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.746044
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.75358
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.73146
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.243071
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.231637
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.67516
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.6597
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.64587
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.63366
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.756462
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.697281
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60667
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60087
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.59665
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365226
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534077
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.714784
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908623
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117023
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341609
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58433
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841027
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112343
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407185
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718393
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052177
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41745
Ò(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836967
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288825
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683208
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.343965
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.647315
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.82329
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.319607
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.307028
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.76147
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.74421
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.72861
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.71466
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.70233
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.69163
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.65832
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.597752
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.66918
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.6649
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368843
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.537946
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71896
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913112
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121816
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346774
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589935
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.681229
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.65919
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.638283
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.618492
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.599802
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.582195
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.56566
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.550184
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.535752
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.410771
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.509985
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.432969
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.386029
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.478927
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.470566
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.46319
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.456794
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.451373
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.446923
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.443438
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.440919
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.439363
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.438769
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.439136
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.372539
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541902
Ò(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723165
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917641
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126678
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352062
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595636
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.634535
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.608679
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.584002
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.560485
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.538108
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.516853
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.4967
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.477638
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.459647
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.442715
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.426829
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.411975
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.398143
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.38868
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.380443
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.373178
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.366879
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.361539
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.357158
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.35373
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.351254
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.349725
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.349146
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.349515
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.376317
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.545923
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727485
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922231
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131674
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357436
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601459
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.708416
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.68222
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.657219
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.633389
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.610714
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.589174
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.568749
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.549427
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.531189
