¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(379.82, 15.71, 278.38) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.394599
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.450952
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.462562
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.475616
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.590315
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5689
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841543
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126769
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434821
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768528
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131112
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526524
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959206
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41253
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85688
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3426
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.892
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.847585
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.823174
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.800209
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.778668
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.758538
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.739801
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.722445
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.015296
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.400282
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.407537
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.416211
í(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.426308
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.437837
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.450807
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.465228
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.481109
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.498469
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.517305
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.537651
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577115
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84881
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134621
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443328
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77774
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141201
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537498
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971251
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42877
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87455
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36197
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9166
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.824919
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.800578
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.777678
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.756201
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.73613
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.717448
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.700143
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.032191
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.377349
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.384542
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.39315
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.403177
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.829391
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.798141
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.849273
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.902338
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.957388
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.014477
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.073663
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585793
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856117
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142492
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451858
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786983
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151232
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54847
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983316
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44522
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89251
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38163
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94145
„ (379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.803687
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.779412
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.756574
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.735155
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.715138
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.696507
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.67925
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.049429
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.455919
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.051442
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.95525
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.86239
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.775014
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.721577
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.771785
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.823896
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.877965
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.934044
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.992184
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594491
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863421
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150383
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460374
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796263
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16131
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559484
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995387
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46196
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91078
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40161
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96648
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.78387
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.759656
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.736877
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.715512
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.695547
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.676966
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.659752
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.067012
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.091953
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.993497
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.898468
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.807027
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.723651
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.647583
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.696904
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.748106
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.801235
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.856345
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.913487
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603151
ë(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870728
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158279
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468901
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805519
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171398
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570509
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00749
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47871
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92933
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4219
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99172
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.765455
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.7413
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.718574
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.697259
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.677342
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.658805
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.641634
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.084938
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.035008
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.937712
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.843791
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.756694
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.674228
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.59457
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.624552
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.674878
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.72711
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.781289
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.837475
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610679
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878064
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166145
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47744
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814798
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181481
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581523
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01958
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.485
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9481
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44252
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01713
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.748427
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.724324
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.701648
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.680381
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.660508
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.642012
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.62488
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.079886
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.980217
ô(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.884024
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.792768
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.708286
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.626691
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.547871
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.554637
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.604128
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.655495
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.708786
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.763399
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617496
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885367
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174061
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486016
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824061
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191605
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592596
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03172
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49137
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9672
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46344
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04273
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.732775
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.708719
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.686088
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.664864
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.645031
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.626575
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.609477
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.026088
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.92752
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.832386
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.745379
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.661761
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.580994
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.502977
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.487084
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.535773
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.586314
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.638755
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.690973
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624286
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892724
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181952
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494552
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833335
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20171
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603649
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04012
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49781
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98657
ş(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48465
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06852
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.131883
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.08221
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.034422
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.988464
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.944301
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.901893
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.861196
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.974378
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.876861
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.785591
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.699865
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.617071
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.537098
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.459846
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.421819
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.469741
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.519488
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.571113
(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.621022
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63109
(379.71, 15.84, 279.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900013
