¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.28762
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95866
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40761
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03455
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.78941
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76647
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.531626
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02634
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.594802
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21868
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00129
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36357
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59071
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.619
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99999
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42887
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05282
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.81253
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78985
Å(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.521044
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.013897
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.578642
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22958
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00672
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29765
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96689
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66997
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02751
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46052
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06964
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8303
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81162
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.51002
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.000692
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.561578
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21004
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02576
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23169
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27595
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71914
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07737
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51646
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08499
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.84643
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83171
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.498367
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.986745
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.543619
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18948
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98581
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19883
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41531
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75621
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.12564
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57081
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10686
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86092
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84371
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.486087
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.972055
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524776
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16792
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94389
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16352
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45257
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8411
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14098
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60937
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13493
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.87375
İ(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84035
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472529
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956636
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.504612
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94303
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89998
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12607
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48826
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04541
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1693
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61868
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15019
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88433
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83536
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458269
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.9405
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486367
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91296
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85412
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08628
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52234
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2327
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21087
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62672
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15823
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.87938
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82872
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.443392
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.923654
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.467323
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88467
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80635
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03525
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53618
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45751
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25097
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64517
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16485
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.87295
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82035
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.427903
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906111
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16908
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8613
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7568
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97467
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56545
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67509
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28954
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66354
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17076
ñ(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86506
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8104
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.411817
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.887883
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14775
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83685
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70542
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91195
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61268
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87791
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32658
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.6805
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17641
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8557
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80774
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.395139
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868979
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12544
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81126
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65233
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84716
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65901
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88342
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35167
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69511
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.18062
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86104
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.79267
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377878
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50231
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10222
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78051
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59766
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78042
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70457
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88676
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.39451
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69592
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17169
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.85261
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.78127
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360046
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481069
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07442
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74679
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54131
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71182
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74928
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88807
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57385
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69666
€(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8372
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.76544
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341652
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457571
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0441
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71217
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48348
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64147
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79308
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90577
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.7702
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69655
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15417
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.82044
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.74805
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934617
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432153
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01304
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67666
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43631
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56938
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83596
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95506
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99492
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69521
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15395
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.80962
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.72912
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911379
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406212
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981169
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64033
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39446
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49565
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87795
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0034
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19898
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69263
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15236
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.81024
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.70868
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887649
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379607
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948645
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60313
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35171
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42042
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91899
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01665
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19445
Š(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68736
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14266
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.79848
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.68407
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863357
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352489
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915341
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56519
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30799
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34369
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94116
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01926
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19242
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68277
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12417
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.77864
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.65596
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838568
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324744
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881357
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52649
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26353
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26556
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59634
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02063
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19923
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84944
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12079
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.75755
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.62642
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813282
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296461
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846674
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48696
(380.60, 14.71, 269.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21815
