¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.3834
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49279
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59316
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89832
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3915
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.94947
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.82174
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.79327
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.63404
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.61124
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.95548
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.04255
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.27562
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.56544
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.90606
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.29231
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.71972
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030126
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24052
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468108
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713995
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980398
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269946
â(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585736
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.940299
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325268
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.744564
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.209783
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.728819
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31918
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00047
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77996
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49507
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6021
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91197
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40438
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.08105
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.02948
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.01135
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.82143
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.80429
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.92329
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.88341
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.12776
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.42768
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.77737
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.17182
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.60664
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030565
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241066
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468724
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714662
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981122
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270734
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.587901
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.94314
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.327354
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746875
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212355
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731684
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32381
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00574
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78602
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49736
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61097
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92564
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4171
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.51847
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.45321
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.42302
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.24
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.22243
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.89209
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.73013
È(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.98527
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.29486
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.65325
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.05555
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.92189
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031001
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241632
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469334
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715322
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981838
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271514
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590449
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.945942
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329435
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749179
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.214917
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.734511
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32838
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01095
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79202
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6668
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61968
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93944
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42957
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40014
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.16853
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.08653
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.68155
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.66354
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.86187
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.58255
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.848
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.16684
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.53356
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.35404
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.35555
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031436
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242191
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469939
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715975
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982548
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272288
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.592964
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.948707
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.331511
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.751475
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.217471
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.737333
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3329
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0161
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79672
ñ(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67045
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62823
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95331
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44192
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41546
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.38598
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.33869
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.33065
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.12945
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.11385
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.44047
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.71579
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.04348
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.81335
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.81207
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.81359
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031868
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242747
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470537
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716623
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983251
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273052
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.595443
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951434
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333578
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.753763
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220018
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.740145
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33737
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02119
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80049
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67408
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68825
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96728
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45409
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43052
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.93391
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.87131
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.85566
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.62223
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.6062
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.30373
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.58849
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.30208
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.29785
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.2965
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.29803
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032301
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243295
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47113
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717263
¾(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983945
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273809
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597887
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95412
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.335638
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.756044
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.222555
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.742944
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34177
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02621
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80423
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67769
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69246
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97512
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46604
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44538
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74151
(326.03, 7.20, 388.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 24.34224
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.72877
(326.03, 7.20, 388.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 23.47902
(326.03, 7.20, 388.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 23.29407
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.1722
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.8227
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.81536
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.81099
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.80957
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.81112
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032731
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24384
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471716
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717899
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984634
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275431
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600296
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.956751
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.337691
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.758316
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22508
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745738
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34612
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03117
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80769
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68128
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69738
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94642
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47782
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76002
(326.03, 7.20, 388.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 24.50672
(326.03, 7.20, 388.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 22.8343
(326.03, 7.20, 388.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 22.81754
À(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.79871
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.37801
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.36739
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.35981
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.35529
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.3538
(326.03, 7.20, 388.94) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.35535
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033158
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244376
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472296
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718526
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985315
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277597
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.602667
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958608
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339735
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.760579
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2276
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.74852
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35041
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03605
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81077
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68484
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70286
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9549
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48938
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47436
(326.03, 7.20, 388.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77815
(326.03, 7.20, 388.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 23.02889
(326.03, 7.20, 388.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 23.24588
(326.03, 7.20, 388.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 23.14729
(326.03, 7.20, 388.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 22.62043
