¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€ (389.98, 13.82, 251.64) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 5.318141
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.644013
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813821
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990336
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178819
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380557
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596927
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829545
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080275
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351236
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644965
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963378
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305463
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679549
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090364
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543509
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04581
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64377
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32841
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10905
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07478
(389.39, 13.60, 252.56) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 13.64481
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93652
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90683
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48883
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13026
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93422
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83416
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.049282
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.184466
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.327918
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.480342
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64264
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814152
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990683
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179205
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380968
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597365
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830018
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080744
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351791
·(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645548
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957827
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30302
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67712
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08772
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54057
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04253
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63344
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31667
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09568
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04698
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21742
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92834
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95273
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25509
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69564
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4941
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48186
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.048357
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.183492
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.326865
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479248
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641448
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814454
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991283
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179832
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381642
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598116
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830798
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081625
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352693
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64581
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953696
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296537
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674154
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085613
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538298
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04001
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62391
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30586
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08331
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02029
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18573
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92137
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00083
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09396
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39266
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07393
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13626
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.047576
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.182665
Æ(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.325984
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.478319
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640461
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813408
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992113
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180748
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382605
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599147
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831948
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082822
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35401
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642412
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950027
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290533
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667592
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081992
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536667
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03818
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61515
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29591
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07193
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99476
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.51844
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.47007
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.42405
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.38034
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.33889
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.29967
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.26266
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.046955
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181994
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.325297
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47756
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639678
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812559
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99321
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181907
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383858
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600462
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833348
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084368
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355642
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639448
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946791
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285048
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661565
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075373
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532189
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0371
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6071
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28681
Ø(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06153
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.93452
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.88794
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.84362
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.8015
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.76155
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.72375
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.68805
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.65445
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.046491
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181489
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324758
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.477004
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639074
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81191
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994545
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183324
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385375
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602115
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835084
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086245
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353711
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636928
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944052
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280045
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656101
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069365
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525515
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03158
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59988
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27864
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05216
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.35837
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.31543
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.27462
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.23589
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.19923
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.16459
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.13196
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.1013
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.04614
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181131
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32438
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476602
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638666
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811466
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996125
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184984
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387167
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604029
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837195
İ(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088481
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35181
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634841
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941794
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275746
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651153
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063915
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519519
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02491
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58867
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27091
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.87485
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.83306
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.7933
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.75557
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.71982
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.68603
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.65416
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.6242
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.59612
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.045985
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.180968
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324189
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476393
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638445
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811229
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995888
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186967
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38925
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606266
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839563
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088589
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350266
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633189
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940001
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273782
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646765
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059072
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514173
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01895
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58203
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25475
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.39113
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.35224
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.31531
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.28029
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.24716
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.21589
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.18647
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.15885
(389.39, 13.60, 252.56) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.13303
Ì(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.045973
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.180937
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324176
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476363
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638386
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811197
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995856
(389.39, 13.60, 252.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189164
