°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í (381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36878
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.75625
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.91278
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.08075
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580386
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788849
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014416
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25924
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538519
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859192
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214092
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615324
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08286
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612898
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241336
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977951
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84599
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78825
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23207
ö (381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01836
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98895
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88037
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.338906
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.466422
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.602799
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.748498
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.90448
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.071838
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.251834
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.490027
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999243
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242777
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523997
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843164
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196309
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589081
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051682
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57744
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202414
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932473
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.45122
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.83137
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05792
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90938
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83632
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78723
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.332943
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.459733
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.595665
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.740876
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.896316
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.063077
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.242408
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.43575
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.651223
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.885651
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.289054
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827303
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178753
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569464
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020885
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542424
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163877
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.351738
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.799319
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71489
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98108
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80155
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68942
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69671
¯ (381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.327094
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.453154
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.58865
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.733381
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.888291
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.054465
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.233142
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.425756
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.640254
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.873717
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.1283
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.406947
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.721169
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.097418
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.519444
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.992188
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.428882
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.036907
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.782043
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.67452
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90508
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69489
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54394
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60871
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.321356
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.446686
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.581754
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.726014
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.880404
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.046002
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.22404
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.415937
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.629457
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.861976
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.115479
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.392901
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.70023
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.052081
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.444105
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.883526
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.408964
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.013972
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.764961
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.63478
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8299
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58938
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39991
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.55877
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.315732
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.44033
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.574978
Ï (381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.718776
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.872656
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.037688
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.215098
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.406295
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.618834
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.850423
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.102872
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.379086
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.685719
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.035967
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.426112
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.863941
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.38932
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.991366
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.748075
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.59567
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75557
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48503
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25732
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.44502
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.31022
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.434085
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.568323
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.711666
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.865047
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.029525
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.206319
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.396829
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.608386
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.839062
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.090473
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.365502
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.671426
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.0201
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.4084
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.846959
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.369958
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.970565
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.731383
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.55717
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68207
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38184
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11619
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.33411
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.509
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.304822
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.427952
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.561785
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.704684
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.857575
‚ (381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.02151
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.197701
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.387537
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.59811
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.827889
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.078285
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.352154
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.657353
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.004484
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.390969
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.830211
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.350871
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.956568
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.714882
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.51928
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60939
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2721
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97653
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.226
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.50136
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.299537
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.422049
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.555367
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.697832
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.850241
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.013645
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.189244
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.378423
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.588005
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.816905
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.066304
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.339034
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.6435
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.989111
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.373819
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.813703
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.33206
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.942733
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.698584
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.48201
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53754
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16374
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83835
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12063
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.4956
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.294364
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.416553
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.54907
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.691107
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.843045
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.005928
Ê (381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.180948
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.369482
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.578074
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.806111
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.054532
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.326144
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.629866
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.973987
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.356946
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.797434
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.313527
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.929068
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.66737
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.44534
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46651
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07247
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62373
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.01797
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.4917
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.289304
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.411179
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.542891
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.68451
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.835988
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.99836
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.172814
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.360715
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.568315
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.795507
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.042967
(381.72, 10.74, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.313487
